"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
10 Aug 2024 01:09:00.000,-895.946201,6515.164677,-2014.616148,-4.357356,-2.268747,-5.399195
10 Aug 2024 01:10:00.000,-1155.863566,6365.980572,-2333.889322,-4.304019,-2.702314,-5.239333
10 Aug 2024 01:11:00.000,-1412.125471,6191.113538,-2642.874081,-4.235535,-3.124554,-5.056374
10 Aug 2024 01:12:00.000,-1663.828678,5991.295157,-2940.208337,-4.152099,-3.533743,-4.851125
10 Aug 2024 01:13:00.000,-1910.083113,5767.358680,-3224.581361,-4.053954,-3.928217,-4.624492
10 Aug 2024 01:14:00.000,-2150.014896,5520.235498,-3494.739559,-3.941397,-4.306372,-4.377472
10 Aug 2024 01:15:00.000,-2382.769335,5250.951212,-3749.492000,-3.814771,-4.666671,-4.111155
10 Aug 2024 01:16:00.000,-2607.513875,4960.621305,-3987.715668,-3.674470,-5.007656,-3.826715
10 Aug 2024 01:17:00.000,-2823.440981,4650.446462,-4208.360408,-3.520934,-5.327946,-3.525406
10 Aug 2024 01:18:00.000,-3029.770965,4321.707522,-4410.453558,-3.354651,-5.626251,-3.208556
10 Aug 2024 01:19:00.000,-3225.754724,3975.760119,-4593.104237,-3.176152,-5.901370,-2.877562
10 Aug 2024 01:20:00.000,-3410.676404,3614.029005,-4755.507271,-2.986014,-6.152199,-2.533883
10 Aug 2024 01:21:00.000,-3583.855958,3238.002106,-4896.946745,-2.784854,-6.377738,-2.179034
10 Aug 2024 01:22:00.000,-3744.651609,2849.224309,-5016.799154,-2.573330,-6.577089,-1.814578
10 Aug 2024 01:23:00.000,-3892.462196,2449.291028,-5114.536158,-2.352138,-6.749465,-1.442124
10 Aug 2024 01:24:00.000,-4026.729397,2039.841568,-5189.726904,-2.122009,-6.894192,-1.063313
10 Aug 2024 01:25:00.000,-4146.939829,1622.552313,-5242.039931,-1.883709,-7.010708,-0.679814
10 Aug 2024 01:26:00.000,-4252.627003,1199.129771,-5271.244630,-1.638036,-7.098571,-0.293318
10 Aug 2024 01:27:00.000,-4343.373145,771.303499,-5277.212259,-1.385815,-7.157455,0.094470
10 Aug 2024 01:28:00.000,-4418.810851,340.818950,-5259.916510,-1.127899,-7.187156,0.481843
10 Aug 2024 01:29:00.000,-4478.624600,-90.569747,-5219.433628,-0.865164,-7.187589,0.867091
10 Aug 2024 01:30:00.000,-4522.552090,-521.107019,-5155.942073,-0.598508,-7.158791,1.248517
10 Aug 2024 01:31:00.000,-4550.385409,-949.043088,-5069.721731,-0.328846,-7.100918,1.624439
10 Aug 2024 01:32:00.000,-4561.972032,-1372.641174,-4961.152687,-0.057107,-7.014247,1.993200
10 Aug 2024 01:33:00.000,-4557.215631,-1790.184620,-4830.713541,0.215764,-6.899173,2.353174
10 Aug 2024 01:34:00.000,-4536.076709,-2199.983943,-4678.979304,0.488817,-6.756205,2.702775
10 Aug 2024 01:35:00.000,-4498.573041,-2600.383743,-4506.618862,0.761096,-6.585969,3.040462
10 Aug 2024 01:36:00.000,-4444.779921,-2989.769469,-4314.392027,1.031639,-6.389201,3.364745
10 Aug 2024 01:37:00.000,-4374.830220,-3366.574003,-4103.146186,1.299489,-6.166745,3.674195
10 Aug 2024 01:38:00.000,-4288.914244,-3729.284032,-3873.812568,1.563690,-5.919550,3.967449
10 Aug 2024 01:39:00.000,-4187.279399,-4076.446192,-3627.402138,1.823294,-5.648666,4.243213
10 Aug 2024 01:40:00.000,-4070.229654,-4406.672951,-3365.001139,2.077365,-5.355236,4.500272
10 Aug 2024 01:41:00.000,-3938.124806,-4718.648201,-3087.766305,2.324978,-5.040495,4.737493
10 Aug 2024 01:42:00.000,-3791.379553,-5011.132558,-2796.919764,2.565229,-4.705766,4.953829
10 Aug 2024 01:43:00.000,-3630.462361,-5282.968320,-2493.743644,2.797230,-4.352449,5.148328
10 Aug 2024 01:44:00.000,-3455.894149,-5533.084089,-2179.574428,3.020121,-3.982018,5.320131
10 Aug 2024 01:45:00.000,-3268.246771,-5760.499015,-1855.797060,3.233066,-3.596016,5.468482
10 Aug 2024 01:46:00.000,-3068.141319,-5964.326671,-1523.838836,3.435259,-3.196048,5.592726
10 Aug 2024 01:47:00.000,-2856.246237,-6143.778512,-1185.163120,3.625928,-2.783770,5.692316
10 Aug 2024 01:48:00.000,-2633.275258,-6298.166937,-841.262884,3.804336,-2.360888,5.766812
10 Aug 2024 01:49:00.000,-2399.985163,-6426.907920,-493.654133,3.969785,-1.929149,5.815887
10 Aug 2024 01:50:00.000,-2157.173379,-6529.523202,-143.869222,4.121619,-1.490330,5.839324
10 Aug 2024 01:51:00.000,-1905.675411,-6605.642055,206.549903,4.259226,-1.046237,5.837020
10 Aug 2024 01:52:00.000,-1646.362121,-6655.002577,556.058501,4.382040,-0.598691,5.808985
10 Aug 2024 01:53:00.000,-1380.136861,-6677.452554,903.115842,4.489543,-0.149525,5.755342
10 Aug 2024 01:54:00.000,-1107.932472,-6672.949851,1246.192005,4.581271,0.299426,5.676328
10 Aug 2024 01:55:00.000,-830.708149,-6641.562356,1583.774617,4.656810,0.746331,5.572291
10 Aug 2024 01:56:00.000,-549.446196,-6583.467462,1914.375523,4.715804,1.189371,5.443690
10 Aug 2024 01:57:00.000,-265.148664,-6498.951107,2236.537344,4.757951,1.626748,5.291091
10 Aug 2024 01:58:00.000,21.166101,-6388.406353,2548.839904,4.783009,2.056692,5.115168
10 Aug 2024 01:59:00.000,308.466998,-6252.331541,2849.906490,4.790797,2.477464,4.916696
10 Aug 2024 02:00:00.000,595.713788,-6091.328005,3138.409917,4.781191,2.887371,4.696550
10 Aug 2024 02:01:00.000,881.860765,-5906.097367,3413.078386,4.754131,3.284764,4.455701
10 Aug 2024 02:02:00.000,1165.860491,-5697.438430,3672.701083,4.709621,3.668054,4.195209
10 Aug 2024 02:03:00.000,1446.667548,-5466.243668,3916.133521,4.647725,4.035709,3.916224
10 Aug 2024 02:04:00.000,1723.242331,-5213.495349,4142.302585,4.568572,4.386268,3.619975
10 Aug 2024 02:05:00.000,1994.554841,-4940.261286,4350.211260,4.472353,4.718342,3.307768
10 Aug 2024 02:06:00.000,2259.588477,-4647.690253,4538.943028,4.359324,5.030622,2.980979
10 Aug 2024 02:07:00.000,2517.343814,-4337.007079,4707.665909,4.229801,5.321883,2.641050
10 Aug 2024 02:08:00.000,2766.842341,-4009.507433,4855.636127,4.084165,5.590989,2.289478
10 Aug 2024 02:09:00.000,3007.130168,-3666.552340,4982.201389,3.922857,5.836899,1.927814
10 Aug 2024 02:10:00.000,3237.281659,-3309.562441,5086.803760,3.746376,6.058667,1.557651
10 Aug 2024 02:11:00.000,3456.403003,-2940.012014,5168.982127,3.555283,6.255451,1.180621
10 Aug 2024 02:12:00.000,3663.635692,-2559.422802,5228.374224,3.350195,6.426513,0.798388
10 Aug 2024 02:13:00.000,3858.159906,-2169.357657,5264.718234,3.131784,6.571220,0.412634
10 Aug 2024 02:14:00.000,4039.197776,-1771.414028,5277.853944,2.900775,6.689051,0.025062
10 Aug 2024 02:15:00.000,4206.016525,-1367.217340,5267.723448,2.657947,6.779596,-0.362621
10 Aug 2024 02:16:00.000,4357.931471,-958.414259,5234.371404,2.404124,6.842557,-0.748705
10 Aug 2024 02:17:00.000,4494.308875,-546.665899,5177.944836,2.140178,6.877751,-1.131489
10 Aug 2024 02:18:00.000,4614.568624,-133.640994,5098.692488,1.867024,6.885107,-1.509285
10 Aug 2024 02:19:00.000,4718.186745,278.990951,4996.963726,1.585619,6.864669,-1.880428
10 Aug 2024 02:20:00.000,4804.697722,689.566487,4873.206998,1.296955,6.816595,-2.243281
10 Aug 2024 02:21:00.000,4873.696629,1096.434997,4727.967857,1.002057,6.741156,-2.596245
10 Aug 2024 02:22:00.000,4924.841041,1497.965406,4561.886556,0.701983,6.638731,-2.937764
10 Aug 2024 02:23:00.000,4957.852745,1892.552782,4375.695227,0.397816,6.509812,-3.266333
10 Aug 2024 02:24:00.000,4972.519210,2278.624819,4170.214651,0.090661,6.354995,-3.580503
10 Aug 2024 02:25:00.000,4968.694841,2654.648147,3946.350641,-0.218356,6.174980,-3.878889
10 Aug 2024 02:26:00.000,4946.301979,3019.134484,3705.090052,-0.528097,5.970570,-4.160175
10 Aug 2024 02:27:00.000,4905.331666,3370.646561,3447.496425,-0.837412,5.742663,-4.423123
10 Aug 2024 02:28:00.000,4845.844155,3707.803833,3174.705302,-1.145144,5.492249,-4.666572
10 Aug 2024 02:29:00.000,4767.969165,4029.287928,2887.919220,-1.450135,5.220411,-4.889450
10 Aug 2024 02:30:00.000,4671.905881,4333.847828,2588.402410,-1.751229,4.928310,-5.090774
10 Aug 2024 02:31:00.000,4557.922685,4620.304752,2277.475223,-2.047275,4.617192,-5.269656
10 Aug 2024 02:32:00.000,4426.356635,4887.556727,1956.508309,-2.337135,4.288371,-5.425309
10 Aug 2024 02:33:00.000,4277.612677,5134.582829,1626.916579,-2.619686,3.943232,-5.557045
10 Aug 2024 02:34:00.000,4112.162588,5360.447069,1290.152960,-2.893824,3.583221,-5.664284
10 Aug 2024 02:35:00.000,3930.543671,5564.301930,947.701999,-3.158469,3.209840,-5.746553
10 Aug 2024 02:36:00.000,3733.357178,5745.391514,601.073311,-3.412571,2.824641,-5.803490
10 Aug 2024 02:37:00.000,3521.266491,5903.054311,251.794929,-3.655109,2.429216,-5.834844
10 Aug 2024 02:38:00.000,3294.995043,6036.725569,-98.593433,-3.885102,2.025197,-5.840476
10 Aug 2024 02:39:00.000,3055.323998,6145.939253,-448.547168,-4.101609,1.614243,-5.820362
10 Aug 2024 02:40:00.000,2803.089693,6230.329601,-796.523586,-4.303732,1.198034,-5.774589
10 Aug 2024 02:41:00.000,2539.180853,6289.632258,-1140.988713,-4.490623,0.778270,-5.703362
10 Aug 2024 02:42:00.000,2264.535577,6323.684989,-1480.424054,-4.661485,0.356655,-5.606992
10 Aug 2024 02:43:00.000,1980.138114,6332.427973,-1813.333285,-4.815577,-0.065104,-5.485904
10 Aug 2024 02:44:00.000,1687.015444,6315.903682,-2138.248853,-4.952216,-0.485305,-5.340634
10 Aug 2024 02:45:00.000,1386.233660,6274.256329,-2453.738443,-5.070783,-0.902259,-5.171821
10 Aug 2024 02:46:00.000,1078.894174,6207.730914,-2758.411291,-5.170719,-1.314297,-4.980208
10 Aug 2024 02:47:00.000,766.129760,6116.671856,-3050.924316,-5.251538,-1.719776,-4.766642
10 Aug 2024 02:48:00.000,449.100444,6001.521225,-3329.988043,-5.312819,-2.117084,-4.532063
10 Aug 2024 02:49:00.000,128.989258,5862.816580,-3594.372283,-5.354215,-2.504651,-4.277506
10 Aug 2024 02:50:00.000,-193.002128,5701.188431,-3842.911559,-5.375453,-2.880951,-4.004092
10 Aug 2024 02:51:00.000,-515.657883,5517.357323,-4074.510242,-5.376334,-3.244509,-3.713027
10 Aug 2024 02:52:00.000,-837.752572,5312.130574,-4288.147383,-5.356737,-3.593908,-3.405594
10 Aug 2024 02:53:00.000,-1158.055794,5086.398668,-4482.881212,-5.316618,-3.927794,-3.083148
10 Aug 2024 02:54:00.000,-1475.336876,4841.131317,-4657.853290,-5.256011,-4.244881,-2.747111
10 Aug 2024 02:55:00.000,-1788.369591,4577.373231,-4812.292291,-5.175031,-4.543956,-2.398964
10 Aug 2024 02:56:00.000,-2095.936913,4296.239590,-4945.517408,-5.073870,-4.823884,-2.040241
10 Aug 2024 02:57:00.000,-2396.835757,3998.911245,-5056.941348,-4.952800,-5.083611,-1.672525
10 Aug 2024 02:58:00.000,-2689.881706,3686.629687,-5146.072925,-4.812172,-5.322170,-1.297436
10 Aug 2024 02:59:00.000,-2973.913710,3360.691775,-5212.519221,-4.652413,-5.538684,-0.916627
10 Aug 2024 03:00:00.000,-3247.798711,3022.444271,-5255.987324,-4.474029,-5.732367,-0.531777
10 Aug 2024 03:01:00.000,-3510.436212,2673.278193,-5276.285615,-4.277599,-5.902530,-0.144584
10 Aug 2024 03:02:00.000,-3760.762743,2314.623014,-5273.324614,-4.063778,-6.048580,0.243247
10 Aug 2024 03:03:00.000,-3997.756217,1947.940732,-5247.117373,-3.833291,-6.170026,0.630006
10 Aug 2024 03:04:00.000,-4220.440158,1574.719834,-5197.779421,-3.586932,-6.266477,1.013988
10 Aug 2024 03:05:00.000,-4427.887784,1196.469178,-5125.528252,-3.325563,-6.337645,1.393499
10 Aug 2024 03:06:00.000,-4619.225923,814.711822,-5030.682371,-3.050108,-6.383345,1.766868
10 Aug 2024 03:07:00.000,-4793.638744,430.978827,-4913.659882,-2.761555,-6.403495,2.132448
10 Aug 2024 03:08:00.000,-4950.371303,46.803053,-4774.976652,-2.460945,-6.398117,2.488627
10 Aug 2024 03:09:00.000,-5088.732860,-336.287023,-4615.244036,-2.149375,-6.367334,2.833836
10 Aug 2024 03:10:00.000,-5208.099981,-716.773440,-4435.166177,-1.827992,-6.311374,3.166553
10 Aug 2024 03:11:00.000,-5307.919391,-1093.154810,-4235.536907,-1.497987,-6.230562,3.485311
10 Aug 2024 03:12:00.000,-5387.710575,-1463.952289,-4017.236245,-1.160593,-6.125323,3.788704
10 Aug 2024 03:13:00.000,-5447.068105,-1827.715417,-3781.226521,-0.817079,-5.996178,4.075396
10 Aug 2024 03:14:00.000,-5485.663701,-2183.027818,-3528.548129,-0.468747,-5.843742,4.344122
10 Aug 2024 03:15:00.000,-5503.247986,-2528.512737,-3260.314943,-0.116926,-5.668721,4.593698
10 Aug 2024 03:16:00.000,-5499.651958,-2862.838383,-2977.709408,0.237036,-5.471906,4.823024
10 Aug 2024 03:17:00.000,-5474.788142,-3184.723067,-2681.977326,0.591772,-5.254175,5.031089
10 Aug 2024 03:18:00.000,-5428.651436,-3492.940111,-2374.422363,0.945902,-5.016484,5.216975
10 Aug 2024 03:19:00.000,-5361.319637,-3786.322508,-2056.400304,1.298044,-4.759865,5.379864
10 Aug 2024 03:20:00.000,-5272.953637,-4063.767318,-1729.313077,1.646812,-4.485420,5.519037
10 Aug 2024 03:21:00.000,-5163.797299,-4324.239785,-1394.602571,1.990826,-4.194320,5.633880
10 Aug 2024 03:22:00.000,-5034.176998,-4566.777150,-1053.744280,2.328717,-3.887793,5.723887
10 Aug 2024 03:23:00.000,-4884.500834,-4790.492163,-708.240799,2.659131,-3.567127,5.788663
10 Aug 2024 03:24:00.000,-4715.257519,-4994.576261,-359.615201,2.980735,-3.233656,5.827920
10 Aug 2024 03:25:00.000,-4527.014925,-5178.302427,-9.404323,3.292225,-2.888763,5.841486
10 Aug 2024 03:26:00.000,-4320.418324,-5341.027685,340.848013,3.592326,-2.533866,5.829301
10 Aug 2024 03:27:00.000,-4096.188297,-5482.195263,689.597798,3.879803,-2.170418,5.791419
10 Aug 2024 03:28:00.000,-3855.118334,-5601.336384,1035.307650,4.153462,-1.799899,5.728007
10 Aug 2024 03:29:00.000,-3598.072129,-5698.071698,1376.453586,4.412158,-1.423809,5.639345
10 Aug 2024 03:30:00.000,-3325.980571,-5772.112345,1711.531743,4.654796,-1.043663,5.525822
10 Aug 2024 03:31:00.000,-3039.838460,-5823.260653,2039.065006,4.880342,-0.660985,5.387941
10 Aug 2024 03:32:00.000,-2740.700937,-5851.410456,2357.609519,5.087820,-0.277301,5.226307
10 Aug 2024 03:33:00.000,-2429.679652,-5856.547054,2665.761052,5.276322,0.105868,5.041635
10 Aug 2024 03:34:00.000,-2107.938684,-5838.746798,2962.161191,5.445009,0.487010,4.834738
10 Aug 2024 03:35:00.000,-1776.690227,-5798.176318,3245.503322,5.593117,0.864628,4.606528
10 Aug 2024 03:36:00.000,-1437.190053,-5735.091384,3514.538399,5.719958,1.237248,4.358012
10 Aug 2024 03:37:00.000,-1090.732773,-5649.835432,3768.080440,5.824926,1.603424,4.090284
10 Aug 2024 03:38:00.000,-738.646915,-5542.837729,4005.011765,5.907497,1.961741,3.804525
10 Aug 2024 03:39:00.000,-382.289836,-5414.611222,4224.287915,5.967235,2.310825,3.501994
10 Aug 2024 03:40:00.000,-23.042480,-5265.750051,4424.942264,6.003789,2.649345,3.184026
10 Aug 2024 03:41:00.000,337.695976,-5096.926764,4606.090271,6.016902,2.976019,2.852022
10 Aug 2024 03:42:00.000,698.513600,-4908.889225,4766.933388,6.006408,3.289620,2.507445
10 Aug 2024 03:43:00.000,1057.991251,-4702.457245,4906.762574,5.972232,3.588978,2.151815
10 Aug 2024 03:44:00.000,1414.708196,-4478.518950,5024.961425,5.914396,3.872985,1.786699
10 Aug 2024 03:45:00.000,1767.247769,-4238.026884,5121.008889,5.833014,4.140602,1.413707
10 Aug 2024 03:46:00.000,2114.203037,-3981.993899,5194.481562,5.728295,4.390860,1.034482
10 Aug 2024 03:47:00.000,2454.182470,-3711.488812,5245.055557,5.600544,4.622863,0.650698
10 Aug 2024 03:48:00.000,2785.815580,-3427.631877,5272.507929,5.450158,4.835792,0.264045
10 Aug 2024 03:49:00.000,3107.758502,-3131.590074,5276.717662,5.277627,5.028909,-0.123772
10 Aug 2024 03:50:00.000,3418.699512,-2824.572248,5257.666198,5.083532,5.201557,-0.511043
10 Aug 2024 03:51:00.000,3717.364432,-2507.824103,5215.437521,4.868543,5.353165,-0.896062
10 Aug 2024 03:52:00.000,4002.521929,-2182.623091,5150.217786,4.633418,5.483246,-1.277130
10 Aug 2024 03:53:00.000,4272.988660,-1850.273197,5062.294500,4.378998,5.591402,-1.652569
10 Aug 2024 03:54:00.000,4527.634260,-1512.099663,4952.055251,4.106208,5.677323,-2.020722
10 Aug 2024 03:55:00.000,4765.386138,-1169.443653,4819.986005,3.816048,5.740788,-2.379968
10 Aug 2024 03:56:00.000,4985.234071,-823.656892,4666.668958,3.509595,5.781667,-2.728722
10 Aug 2024 03:57:00.000,5186.234569,-476.096299,4492.779974,3.187997,5.799916,-3.065447
10 Aug 2024 03:58:00.000,5367.514993,-128.118631,4299.085602,2.852467,5.795584,-3.388659
10 Aug 2024 03:59:00.000,5528.277408,218.924832,4086.439698,2.504281,5.768806,-3.696933
10 Aug 2024 04:00:00.000,5667.802162,563.693552,3855.779665,2.144771,5.719804,-3.988909
10 Aug 2024 04:01:00.000,5785.451156,904.862914,3608.122313,1.775323,5.648886,-4.263302
10 Aug 2024 04:02:00.000,5880.670808,1241.129315,3344.559382,1.397369,5.556444,-4.518900
10 Aug 2024 04:03:00.000,5952.994690,1571.215138,3066.252731,1.012380,5.442952,-4.754579
10 Aug 2024 04:04:00.000,6002.045820,1893.873579,2774.429208,0.621864,5.308963,-4.969297
10 Aug 2024 04:05:00.000,6027.538612,2207.893337,2470.375252,0.227360,5.155107,-5.162110
10 Aug 2024 04:06:00.000,6029.280454,2512.103118,2155.431215,-0.169572,4.982087,-5.332167
10 Aug 2024 04:07:00.000,6007.172928,2805.375958,1830.985454,-0.567355,4.790677,-5.478718
10 Aug 2024 04:08:00.000,5961.212644,3086.633346,1498.468215,-0.964399,4.581718,-5.601117
10 Aug 2024 04:09:00.000,5891.491697,3354.849117,1159.345323,-1.359111,4.356112,-5.698825
10 Aug 2024 04:10:00.000,5798.197737,3609.053127,815.111723,-1.749901,4.114824,-5.771411
10 Aug 2024 04:11:00.000,5681.613652,3848.334670,467.284891,-2.135186,3.858871,-5.818555
10 Aug 2024 04:12:00.000,5542.116858,4071.845650,117.398140,-2.513399,3.589321,-5.840050
10 Aug 2024 04:13:00.000,5380.178204,4278.803481,-233.006133,-2.882993,3.307288,-5.835800
10 Aug 2024 04:14:00.000,5196.360490,4468.493705,-582.383252,-3.242450,3.013930,-5.805824
10 Aug 2024 04:15:00.000,4991.316604,4640.272340,-929.193069,-3.590288,2.710437,-5.750255
10 Aug 2024 04:16:00.000,4765.787282,4793.567919,-1271.906751,-3.925061,2.398034,-5.669336
10 Aug 2024 04:17:00.000,4520.598495,4927.883249,-1609.013525,-4.245374,2.077972,-5.563426
10 Aug 2024 04:18:00.000,4256.658487,5042.796855,-1939.027333,-4.549883,1.751524,-5.432991
10 Aug 2024 04:19:00.000,3974.954451,5137.964126,-2260.493384,-4.837299,1.419977,-5.278606
10 Aug 2024 04:20:00.000,3676.548873,5213.118156,-2571.994570,-5.106402,1.084633,-5.100951
10 Aug 2024 04:21:00.000,3362.575553,5268.070267,-2872.157709,-5.356038,0.746798,-4.900810
10 Aug 2024 04:22:00.000,3034.235312,5302.710238,-3159.659601,-5.585126,0.407779,-4.679065
10 Aug 2024 04:23:00.000,2692.791407,5317.006222,-3433.232859,-5.792667,0.068882,-4.436693
