"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
10 Aug 2024 01:13:00.000,6062.873330,2575.580302,-1979.070914,-0.317604,4.898214,5.401600
10 Aug 2024 01:14:00.000,6031.794379,2863.724211,-1650.850931,-0.718266,4.703653,5.535045
10 Aug 2024 01:15:00.000,5976.708947,3139.675745,-1315.353552,-1.117552,4.491948,5.644091
10 Aug 2024 01:16:00.000,5897.747740,3402.433204,-974.057739,-1.513857,4.264007,5.728255
10 Aug 2024 01:17:00.000,5795.137739,3651.051236,-628.468016,-1.905579,4.020799,5.787168
10 Aug 2024 01:18:00.000,5669.201714,3884.644143,-280.107837,-2.291128,3.763344,5.820570
10 Aug 2024 01:19:00.000,5520.357339,4102.388935,69.487134,-2.668931,3.492711,5.828313
10 Aug 2024 01:20:00.000,5349.115924,4303.528118,418.775786,-3.037440,3.210013,5.810363
10 Aug 2024 01:21:00.000,5156.080749,4487.372207,766.218362,-3.395139,2.916403,5.766800
10 Aug 2024 01:22:00.000,4941.945028,4653.301952,1110.283240,-3.740549,2.613069,5.697815
10 Aug 2024 01:23:00.000,4707.489483,4800.770288,1449.453690,-4.072231,2.301228,5.603712
10 Aug 2024 01:24:00.000,4453.579561,4929.303974,1782.234556,-4.388801,1.982123,5.484907
10 Aug 2024 01:25:00.000,4181.162284,5038.504949,2107.158850,-4.688926,1.657016,5.341923
10 Aug 2024 01:26:00.000,3891.262757,5128.051376,2422.794219,-4.971336,1.327185,5.175390
10 Aug 2024 01:27:00.000,3584.980338,5197.698391,2727.749256,-5.234828,0.993917,4.986042
10 Aug 2024 01:28:00.000,3263.484488,5247.278544,3020.679638,-5.478268,0.658505,4.774715
10 Aug 2024 01:29:00.000,2928.010315,5276.701942,3300.294047,-5.700603,0.322240,4.542340
10 Aug 2024 01:30:00.000,2579.853836,5285.956090,3565.359869,-5.900857,-0.013590,4.289940
10 Aug 2024 01:31:00.000,2220.366956,5275.105431,3814.708621,-6.078142,-0.347708,4.018630
10 Aug 2024 01:32:00.000,1850.952211,5244.290603,4047.241106,-6.231660,-0.678853,3.729604
10 Aug 2024 01:33:00.000,1473.057270,5193.727398,4261.932259,-6.360706,-1.005782,3.424137
10 Aug 2024 01:34:00.000,1088.169236,5123.705446,4457.835664,-6.464670,-1.327277,3.103576
10 Aug 2024 01:35:00.000,697.808755,5034.586627,4634.087724,-6.543044,-1.642149,2.769333
10 Aug 2024 01:36:00.000,303.523967,4926.803211,4789.911473,-6.595421,-1.949241,2.422883
10 Aug 2024 01:37:00.000,-93.115681,4800.855750,4924.619998,-6.621498,-2.247434,2.065751
10 Aug 2024 01:38:00.000,-490.525739,4657.310725,5037.619468,-6.621077,-2.535650,1.699513
10 Aug 2024 01:39:00.000,-887.113138,4496.797949,5128.411749,-6.594070,-2.812857,1.325784
10 Aug 2024 01:40:00.000,-1281.282649,4320.007763,5196.596607,-6.540493,-3.078071,0.946210
10 Aug 2024 01:41:00.000,-1671.443359,4127.688009,5241.873462,-6.460473,-3.330359,0.562464
10 Aug 2024 01:42:00.000,-2056.015171,3920.640818,5264.042722,-6.354244,-3.568844,0.176239
10 Aug 2024 01:43:00.000,-2433.435274,3699.719213,5263.006660,-6.222149,-3.792708,-0.210762
10 Aug 2024 01:44:00.000,-2802.164579,3465.823538,5238.769843,-6.064635,-4.001192,-0.596835
10 Aug 2024 01:45:00.000,-3160.694070,3219.897751,5191.439112,-5.882256,-4.193601,-0.980276
10 Aug 2024 01:46:00.000,-3507.551068,2962.925563,5121.223116,-5.675670,-4.369306,-1.359397
10 Aug 2024 01:47:00.000,-3841.305361,2695.926470,5028.431384,-5.445634,-4.527743,-1.732524
10 Aug 2024 01:48:00.000,-4160.575187,2419.951674,4913.472967,-5.193005,-4.668419,-2.098015
10 Aug 2024 01:49:00.000,-4464.033039,2136.079919,4776.854635,-4.918734,-4.790910,-2.454256
10 Aug 2024 01:50:00.000,-4750.411270,1845.413255,4619.178636,-4.623865,-4.894863,-2.799679
10 Aug 2024 01:51:00.000,-5018.507473,1549.072751,4441.140050,-4.309529,-4.979997,-3.132760
10 Aug 2024 01:52:00.000,-5267.189609,1248.194163,4243.523718,-3.976939,-5.046104,-3.452030
10 Aug 2024 01:53:00.000,-5495.400864,943.923590,4027.200788,-3.627388,-5.093047,-3.756084
10 Aug 2024 01:54:00.000,-5702.164224,637.413119,3793.124868,-3.262242,-5.120763,-4.043579
10 Aug 2024 01:55:00.000,-5886.586721,329.816489,3542.327829,-2.882937,-5.129260,-4.313250
10 Aug 2024 01:56:00.000,-6047.863362,22.284775,3275.915252,-2.490968,-5.118618,-4.563906
10 Aug 2024 01:57:00.000,-6185.280702,-284.037876,2995.061555,-2.087890,-5.088989,-4.794443
10 Aug 2024 01:58:00.000,-6298.220055,-588.018452,2701.004818,-1.675307,-5.040591,-5.003846
10 Aug 2024 01:59:00.000,-6386.160328,-888.539208,2395.041321,-1.254866,-4.973715,-5.191189
10 Aug 2024 02:00:00.000,-6448.680454,-1184.501705,2078.519836,-0.828252,-4.888714,-5.355649
10 Aug 2024 02:01:00.000,-6485.461429,-1474.830752,1752.835673,-0.397182,-4.786008,-5.496500
10 Aug 2024 02:02:00.000,-6496.287934,-1758.478221,1419.424537,0.036605,-4.666080,-5.613120
10 Aug 2024 02:03:00.000,-6481.049530,-2034.426734,1079.756194,0.471355,-4.529472,-5.704997
10 Aug 2024 02:04:00.000,-6439.741430,-2301.693212,735.327994,0.905301,-4.376784,-5.771724
10 Aug 2024 02:05:00.000,-6372.464833,-2559.332259,387.658270,1.336677,-4.208671,-5.813008
10 Aug 2024 02:06:00.000,-6279.426823,-2806.439388,38.279643,1.763722,-4.025842,-5.828666
10 Aug 2024 02:07:00.000,-6160.939834,-3042.154064,-311.267730,2.184686,-3.829053,-5.818631
10 Aug 2024 02:08:00.000,-6017.420676,-3265.662565,-659.442952,2.597841,-3.619107,-5.782945
10 Aug 2024 02:09:00.000,-5849.389123,-3476.200648,-1004.711170,3.001485,-3.396850,-5.721766
10 Aug 2024 02:10:00.000,-5657.466078,-3673.056006,-1345.550350,3.393950,-3.163167,-5.635364
10 Aug 2024 02:11:00.000,-5442.371313,-3855.570523,-1680.457981,3.773608,-2.918978,-5.524120
10 Aug 2024 02:12:00.000,-5204.920790,-4023.142309,-2007.957699,4.138883,-2.665237,-5.388525
10 Aug 2024 02:13:00.000,-4946.023583,-4175.227511,-2326.605797,4.488249,-2.402924,-5.229175
10 Aug 2024 02:14:00.000,-4666.678401,-4311.341904,-2634.997588,4.820244,-2.133046,-5.046773
10 Aug 2024 02:15:00.000,-4367.969730,-4431.062244,-2931.773597,5.133472,-1.856629,-4.842124
10 Aug 2024 02:16:00.000,-4051.063615,-4534.027399,-3215.625556,5.426611,-1.574715,-4.616130
10 Aug 2024 02:17:00.000,-3717.203090,-4619.939239,-3485.302169,5.698418,-1.288362,-4.369787
10 Aug 2024 02:18:00.000,-3367.703272,-4688.563287,-3739.614628,5.947735,-0.998633,-4.104180
10 Aug 2024 02:19:00.000,-3003.946150,-4739.729149,-3977.441855,6.173491,-0.706601,-3.820481
10 Aug 2024 02:20:00.000,-2627.375083,-4773.330693,-4197.735444,6.374712,-0.413335,-3.519940
10 Aug 2024 02:21:00.000,-2239.489023,-4789.326008,-4399.524281,6.550520,-0.119904,-3.203882
10 Aug 2024 02:22:00.000,-1841.836499,-4787.737124,-4581.918826,6.700140,0.172629,-2.873701
10 Aug 2024 02:23:00.000,-1436.009377,-4768.649515,-4744.115035,6.822904,0.463213,-2.530852
10 Aug 2024 02:24:00.000,-1023.636425,-4732.211364,-4885.397903,6.918251,0.750809,-2.176846
10 Aug 2024 02:25:00.000,-606.376709,-4678.632625,-5005.144617,6.985731,1.034397,-1.813244
10 Aug 2024 02:26:00.000,-185.912845,-4608.183866,-5102.827301,7.025009,1.312978,-1.441649
10 Aug 2024 02:27:00.000,236.055858,-4521.194900,-5178.015344,7.035865,1.585577,-1.063698
10 Aug 2024 02:28:00.000,657.820350,-4418.053228,-5230.377295,7.018194,1.851246,-0.681059
10 Aug 2024 02:29:00.000,1077.668840,-4299.202280,-5259.682331,6.972010,2.109070,-0.295417
10 Aug 2024 02:30:00.000,1493.893833,-4165.139474,-5265.801265,6.897443,2.358164,0.091527
10 Aug 2024 02:31:00.000,1904.799155,-4016.414108,-5248.707125,6.794739,2.597684,0.478068
10 Aug 2024 02:32:00.000,2308.706959,-3853.625070,-5208.475265,6.664262,2.826822,0.862501
10 Aug 2024 02:33:00.000,2703.964664,-3677.418405,-5145.283040,6.506491,3.044814,1.243132
10 Aug 2024 02:34:00.000,3088.951809,-3488.484732,-5059.409016,6.322018,3.250939,1.618283
10 Aug 2024 02:35:00.000,3462.086782,-3287.556518,-4951.231750,6.111545,3.444524,1.986300
10 Aug 2024 02:36:00.000,3821.833416,-3075.405236,-4821.228117,5.875884,3.624942,2.345561
10 Aug 2024 02:37:00.000,4166.707398,-2852.838406,-4669.971208,5.615952,3.791617,2.694483
10 Aug 2024 02:38:00.000,4495.282480,-2620.696524,-4498.127804,5.332766,3.944027,3.031526
10 Aug 2024 02:39:00.000,4806.196473,-2379.849916,-4306.455437,5.027443,4.081701,3.355205
10 Aug 2024 02:40:00.000,5098.156968,-2131.195499,-4095.799051,4.701192,4.204223,3.664094
10 Aug 2024 02:41:00.000,5369.946798,-1875.653480,-3867.087276,4.355310,4.311232,3.956830
10 Aug 2024 02:42:00.000,5620.429189,-1614.163996,-3621.328336,3.991180,4.402426,4.232124
10 Aug 2024 02:43:00.000,5848.552590,-1347.683715,-3359.605602,3.610260,4.477556,4.488761
10 Aug 2024 02:44:00.000,6053.355157,-1077.182402,-3083.072818,3.214080,4.536433,4.725611
10 Aug 2024 02:45:00.000,6233.968880,-803.639464,-2792.949017,2.804236,4.578926,4.941629
10 Aug 2024 02:46:00.000,6389.623316,-528.040490,-2490.513141,2.382384,4.604960,5.135862
10 Aug 2024 02:47:00.000,6519.648941,-251.373791,-2177.098411,1.950231,4.614519,5.307456
10 Aug 2024 02:48:00.000,6623.480072,25.373037,-1854.086443,1.509530,4.607643,5.455653
10 Aug 2024 02:49:00.000,6700.657374,301.216533,-1522.901161,1.062072,4.584429,5.579800
10 Aug 2024 02:50:00.000,6750.829929,575.180745,-1185.002519,0.609678,4.545030,5.679349
10 Aug 2024 02:51:00.000,6773.756853,846.300559,-841.880065,0.154193,4.489655,5.753863
10 Aug 2024 02:52:00.000,6769.308466,1113.624968,-495.046377,-0.302522,4.418565,5.803011
10 Aug 2024 02:53:00.000,6737.466994,1376.220267,-146.030391,-0.758598,4.332074,5.826579
10 Aug 2024 02:54:00.000,6678.326816,1633.173175,203.629336,-1.212168,4.230550,5.824462
10 Aug 2024 02:55:00.000,6592.094242,1883.593858,552.391411,-1.661369,4.114407,5.796668
10 Aug 2024 02:56:00.000,6479.086822,2126.618863,898.718395,-2.104357,3.984109,5.743322
10 Aug 2024 02:57:00.000,6339.732198,2361.413937,1241.083585,-2.539308,3.840164,5.664657
10 Aug 2024 02:58:00.000,6174.566494,2587.176732,1577.977743,-2.964430,3.683128,5.561021
10 Aug 2024 02:59:00.000,5984.232253,2803.139388,1907.915750,-3.377970,3.513596,5.432871
10 Aug 2024 03:00:00.000,5769.475928,3008.570983,2229.443148,-3.778219,3.332202,5.280770
10 Aug 2024 03:01:00.000,5531.144942,3202.779842,2541.142558,-4.163521,3.139620,5.105391
10 Aug 2024 03:02:00.000,5270.184321,3385.115708,2841.639925,-4.532280,2.936556,4.907506
10 Aug 2024 03:03:00.000,4987.632912,3554.971754,3129.610575,-4.882965,2.723752,4.687988
10 Aug 2024 03:04:00.000,4684.619220,3711.786449,3403.785057,-5.214119,2.501975,4.447803
10 Aug 2024 03:05:00.000,4362.356852,3855.045253,3662.954734,-5.524364,2.272023,4.188011
10 Aug 2024 03:06:00.000,4022.139611,3984.282157,3905.977117,-5.812407,2.034717,3.909758
10 Aug 2024 03:07:00.000,3665.336247,4099.081044,4131.780897,-6.077042,1.790898,3.614269
10 Aug 2024 03:08:00.000,3293.384893,4199.076888,4339.370671,-6.317163,1.541427,3.302847
10 Aug 2024 03:09:00.000,2907.787202,4283.956776,4527.831327,-6.531761,1.287180,2.976866
10 Aug 2024 03:10:00.000,2510.102215,4353.460747,4696.332078,-6.719931,1.029046,2.637762
10 Aug 2024 03:11:00.000,2101.939989,4407.382462,4844.130129,-6.880879,0.767922,2.287029
10 Aug 2024 03:12:00.000,1684.954997,4445.569694,4970.573945,-7.013919,0.504714,1.926215
10 Aug 2024 03:13:00.000,1260.839342,4467.924634,5075.106128,-7.118482,0.240330,1.556910
10 Aug 2024 03:14:00.000,831.315809,4474.404021,5157.265872,-7.194116,-0.024320,1.180742
10 Aug 2024 03:15:00.000,398.130777,4465.019097,5216.690995,-7.240487,-0.288329,0.799368
10 Aug 2024 03:16:00.000,-36.952966,4439.835383,5253.119534,-7.257381,-0.550796,0.414470
10 Aug 2024 03:17:00.000,-472.163491,4398.972276,5266.390903,-7.244707,-0.810827,0.027746
10 Aug 2024 03:18:00.000,-905.727034,4342.602480,5256.446598,-7.202497,-1.067540,-0.359101
10 Aug 2024 03:19:00.000,-1335.875317,4270.951262,5223.330456,-7.130901,-1.320065,-0.744365
10 Aug 2024 03:20:00.000,-1760.852857,4184.295545,5167.188462,-7.030194,-1.567549,-1.126347
10 Aug 2024 03:21:00.000,-2178.924221,4082.962837,5088.268105,-6.900771,-1.809161,-1.503364
10 Aug 2024 03:22:00.000,-2588.381206,3967.329996,4986.917287,-6.743144,-2.044087,-1.873754
10 Aug 2024 03:23:00.000,-2987.549913,3837.821849,4863.582791,-6.557943,-2.271542,-2.235884
10 Aug 2024 03:24:00.000,-3374.797677,3694.909659,4718.808307,-6.345912,-2.490764,-2.588158
10 Aug 2024 03:25:00.000,-3748.539839,3539.109442,4553.232041,-6.107908,-2.701023,-2.929022
10 Aug 2024 03:26:00.000,-4107.246313,3370.980155,4367.583899,-5.844892,-2.901619,-3.256975
10 Aug 2024 03:27:00.000,-4449.447937,3191.121746,4162.682266,-5.557932,-3.091886,-3.570569
10 Aug 2024 03:28:00.000,-4773.742572,3000.173083,3939.430405,-5.248195,-3.271192,-3.868424
10 Aug 2024 03:29:00.000,-5078.800925,2798.809759,3698.812471,-4.916941,-3.438946,-4.149226
10 Aug 2024 03:30:00.000,-5363.372070,2587.741789,3441.889172,-4.565520,-3.594592,-4.411737
10 Aug 2024 03:31:00.000,-5626.288651,2367.711203,3169.793095,-4.195368,-3.737617,-4.654799
10 Aug 2024 03:32:00.000,-5866.471736,2139.489544,2883.723714,-3.807995,-3.867553,-4.877342
10 Aug 2024 03:33:00.000,-6082.935303,1903.875267,2584.942100,-3.404987,-3.983971,-5.078385
10 Aug 2024 03:34:00.000,-6274.790348,1661.691074,2274.765362,-2.987991,-4.086490,-5.257040
10 Aug 2024 03:35:00.000,-6441.248583,1413.781165,1954.560844,-2.558715,-4.174776,-5.412521
10 Aug 2024 03:36:00.000,-6581.625724,1161.008427,1625.740094,-2.118918,-4.248540,-5.544142
10 Aug 2024 03:37:00.000,-6695.344338,904.251571,1289.752642,-1.670401,-4.307544,-5.651323
10 Aug 2024 03:38:00.000,-6781.936259,644.402220,948.079612,-1.215004,-4.351596,-5.733592
10 Aug 2024 03:39:00.000,-6841.044535,382.361960,602.227192,-0.754593,-4.380555,-5.790585
10 Aug 2024 03:40:00.000,-6872.424928,119.039364,253.719990,-0.291057,-4.394329,-5.822052
10 Aug 2024 03:41:00.000,-6875.946931,-144.653009,-95.905677,0.173702,-4.392878,-5.827854
10 Aug 2024 03:42:00.000,-6851.594325,-407.801614,-445.108566,0.637779,-4.376209,-5.807965
10 Aug 2024 03:43:00.000,-6799.465252,-669.494940,-792.349296,1.099268,-4.344383,-5.762472
10 Aug 2024 03:44:00.000,-6719.771813,-928.826501,-1136.097137,1.556276,-4.297506,-5.691578
10 Aug 2024 03:45:00.000,-6612.839199,-1184.897831,-1474.836754,2.006930,-4.235739,-5.595593
10 Aug 2024 03:46:00.000,-6479.104343,-1436.821435,-1807.074892,2.449379,-4.159287,-5.474941
10 Aug 2024 03:47:00.000,-6319.114113,-1683.723721,-2131.346956,2.881810,-4.068408,-5.330155
10 Aug 2024 03:48:00.000,-6133.523045,-1924.747879,-2446.223467,3.302449,-3.963404,-5.161871
10 Aug 2024 03:49:00.000,-5923.090629,-2159.056714,-2750.316364,3.709572,-3.844626,-4.970833
10 Aug 2024 03:50:00.000,-5688.678161,-2385.835411,-3042.285123,4.101511,-3.712469,-4.757882
10 Aug 2024 03:51:00.000,-5431.245167,-2604.294244,-3320.842667,4.476661,-3.567374,-4.523957
10 Aug 2024 03:52:00.000,-5151.845428,-2813.671191,-3584.761039,4.833486,-3.409824,-4.270089
10 Aug 2024 03:53:00.000,-4851.622603,-3013.234479,-3832.876816,5.170527,-3.240343,-3.997397
10 Aug 2024 03:54:00.000,-4531.805485,-3202.285031,-4064.096236,5.486406,-3.059497,-3.707084
10 Aug 2024 03:55:00.000,-4193.702910,-3380.158805,-4277.400022,5.779835,-2.867888,-3.400429
10 Aug 2024 03:56:00.000,-3838.698319,-3546.229040,-4471.847873,6.049616,-2.666155,-3.078784
10 Aug 2024 03:57:00.000,-3468.244031,-3699.908374,-4646.582610,6.294650,-2.454973,-2.743567
10 Aug 2024 03:58:00.000,-3083.855216,-3840.650847,-4800.833956,6.513943,-2.235046,-2.396255
10 Aug 2024 03:59:00.000,-2687.103617,-3967.953774,-4933.921928,6.706604,-2.007113,-2.038380
10 Aug 2024 04:00:00.000,-2279.611037,-4081.359488,-5045.259839,6.871855,-1.771935,-1.671520
10 Aug 2024 04:01:00.000,-1863.042623,-4180.456935,-5134.356882,7.009030,-1.530304,-1.297290
10 Aug 2024 04:02:00.000,-1439.099970,-4264.883136,-5200.820292,7.117581,-1.283031,-0.917342
10 Aug 2024 04:03:00.000,-1009.514079,-4334.324483,-5244.357081,7.197076,-1.030949,-0.533351
10 Aug 2024 04:04:00.000,-576.038200,-4388.517898,-5264.775327,7.247206,-0.774910,-0.147008
10 Aug 2024 04:05:00.000,-140.440575,-4427.251820,-5261.985021,7.267780,-0.515778,0.239984
10 Aug 2024 04:06:00.000,295.502858,-4450.367035,-5235.998463,7.258732,-0.254434,0.625917
10 Aug 2024 04:07:00.000,730.015808,-4457.757342,-5186.930209,7.220116,0.008237,1.009091
10 Aug 2024 04:08:00.000,1161.328958,-4449.370043,-5114.996565,7.152111,0.271337,1.387816
10 Aug 2024 04:09:00.000,1587.687259,-4425.206274,-5020.514634,7.055015,0.533969,1.760424
10 Aug 2024 04:10:00.000,2007.357165,-4385.321150,-4903.900919,6.929244,0.795232,2.125271
10 Aug 2024 04:11:00.000,2418.633767,-4329.823746,-4765.669483,6.775337,1.054229,2.480750
10 Aug 2024 04:12:00.000,2819.847807,-4258.876902,-4606.429688,6.593944,1.310065,2.825293
10 Aug 2024 04:13:00.000,3209.372535,-4172.696843,-4426.883506,6.385830,1.561856,3.157381
10 Aug 2024 04:14:00.000,3585.630383,-4071.552637,-4227.822426,6.151869,1.808725,3.475550
10 Aug 2024 04:15:00.000,3947.099432,-3955.765472,-4010.123963,5.893042,2.049812,3.778398
10 Aug 2024 04:16:00.000,4292.319637,-3825.707758,-3774.747789,5.610430,2.284271,4.064591
10 Aug 2024 04:17:00.000,4619.898797,-3681.802063,-3522.731507,5.305211,2.511276,4.332865
10 Aug 2024 04:18:00.000,4928.518225,-3524.519872,-3255.186073,4.978658,2.730022,4.582039
10 Aug 2024 04:19:00.000,5216.938120,-3354.380192,-2973.290899,4.632127,2.939731,4.811014
10 Aug 2024 04:20:00.000,5484.002598,-3171.947978,-2678.288656,4.267057,3.139650,5.018780
10 Aug 2024 04:21:00.000,5728.644368,-2977.832415,-2371.479792,3.884961,3.329058,5.204423
