"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
10 Aug 2024 00:49:00.000,-202.425487,-4899.248243,4823.397057,6.595477,2.039145,2.348007
10 Aug 2024 00:50:00.000,194.019073,-4767.970386,4953.542529,6.614938,2.335154,1.988581
10 Aug 2024 00:51:00.000,590.837187,-4619.235859,5061.851448,6.607909,2.620860,1.620389
10 Aug 2024 00:52:00.000,986.437071,-4453.693789,5147.846358,6.574328,2.895239,1.245054
10 Aug 2024 00:53:00.000,1379.226343,-4272.053140,5211.148171,6.514239,3.157321,0.864231
10 Aug 2024 00:54:00.000,1767.618506,-4075.079627,5251.477834,6.427792,3.406186,0.479597
10 Aug 2024 00:55:00.000,2150.039429,-3863.592436,5268.657565,6.315250,3.640971,0.092850
10 Aug 2024 00:56:00.000,2524.933803,-3638.460763,5262.611629,6.176978,3.860873,-0.294307
10 Aug 2024 00:57:00.000,2890.771543,-3400.600193,5233.366680,6.013450,4.065150,-0.680166
10 Aug 2024 00:58:00.000,3246.054120,-3150.968929,5181.051636,5.825244,4.253122,-1.063027
10 Aug 2024 00:59:00.000,3589.320776,-2890.563889,5105.897116,5.613041,4.424179,-1.441202
10 Aug 2024 01:00:00.000,3919.154619,-2620.416690,5008.234423,5.377622,4.577776,-1.813024
10 Aug 2024 01:01:00.000,4234.188555,-2341.589527,4888.494079,5.119865,4.713438,-2.176854
10 Aug 2024 01:02:00.000,4533.111038,-2055.170972,4747.203933,4.840743,4.830761,-2.531087
10 Aug 2024 01:03:00.000,4814.671618,-1762.271710,4584.986829,4.541319,4.929412,-2.874163
10 Aug 2024 01:04:00.000,5077.686249,-1464.020217,4402.557864,4.222743,5.009131,-3.204568
10 Aug 2024 01:05:00.000,5321.042355,-1161.558415,4200.721235,3.886247,5.069730,-3.520847
10 Aug 2024 01:06:00.000,5543.703611,-856.037300,3980.366692,3.533139,5.111095,-3.821605
10 Aug 2024 01:07:00.000,5744.714434,-548.612584,3742.465617,3.164802,5.133183,-4.105516
10 Aug 2024 01:08:00.000,5923.204153,-240.440342,3488.066742,2.782683,5.136024,-4.371330
10 Aug 2024 01:09:00.000,6078.390846,67.327300,3218.291526,2.388291,5.119719,-4.617873
10 Aug 2024 01:10:00.000,6209.584827,373.546431,2934.329212,1.983190,5.084441,-4.844059
10 Aug 2024 01:11:00.000,6316.191763,677.085553,2637.431582,1.568995,5.030431,-5.048891
10 Aug 2024 01:12:00.000,6397.715408,976.829706,2328.907441,1.147360,4.957999,-5.231467
10 Aug 2024 01:13:00.000,6453.759945,1271.684485,2010.116847,0.719976,4.867520,-5.390981
10 Aug 2024 01:14:00.000,6484.031917,1560.579966,1682.465115,0.288563,4.759435,-5.526730
10 Aug 2024 01:15:00.000,6488.341751,1842.474492,1347.396622,-0.145137,4.634244,-5.638115
10 Aug 2024 01:16:00.000,6466.604851,2116.358333,1006.388440,-0.579368,4.492510,-5.724647
10 Aug 2024 01:17:00.000,6418.842263,2381.257201,660.943826,-1.012366,4.334853,-5.785942
10 Aug 2024 01:18:00.000,6345.180906,2636.235594,312.585594,-1.442367,4.161944,-5.821731
10 Aug 2024 01:19:00.000,6245.853375,2880.399980,-37.150601,-1.867613,3.974511,-5.831857
10 Aug 2024 01:20:00.000,6121.197292,3112.901798,-386.723025,-2.286363,3.773325,-5.816275
10 Aug 2024 01:21:00.000,5971.654237,3332.940266,-734.590670,-2.696894,3.559206,-5.775052
10 Aug 2024 01:22:00.000,5797.768233,3539.764993,-1079.220041,-3.097515,3.333014,-5.708372
10 Aug 2024 01:23:00.000,5600.183817,3732.678386,-1419.091919,-3.486568,3.095647,-5.616527
10 Aug 2024 01:24:00.000,5379.643675,3911.037841,-1752.708056,-3.862441,2.848041,-5.499924
10 Aug 2024 01:25:00.000,5136.985878,4074.257717,-2078.597782,-4.223567,2.591158,-5.359075
10 Aug 2024 01:26:00.000,4873.140705,4221.811087,-2395.324487,-4.568440,2.325991,-5.194602
10 Aug 2024 01:27:00.000,4589.127085,4353.231259,-2701.491956,-4.895614,2.053556,-5.007230
10 Aug 2024 01:28:00.000,4286.048655,4468.113065,-2995.750517,-5.203710,1.774886,-4.797784
10 Aug 2024 01:29:00.000,3965.089456,4566.113916,-3276.803001,-5.491429,1.491033,-4.567189
10 Aug 2024 01:30:00.000,3627.509293,4646.954625,-3543.410452,-5.757546,1.203059,-4.316460
10 Aug 2024 01:31:00.000,3274.638760,4710.419991,-3794.397593,-6.000926,0.912034,-4.046703
10 Aug 2024 01:32:00.000,2907.873960,4756.359144,-4028.658004,-6.220522,0.619031,-3.759107
10 Aug 2024 01:33:00.000,2528.670944,4784.685663,-4245.159001,-6.415382,0.325125,-3.454940
10 Aug 2024 01:34:00.000,2138.539880,4795.377452,-4442.946192,-6.584656,0.031385,-3.135543
10 Aug 2024 01:35:00.000,1739.038988,4788.476392,-4621.147674,-6.727594,-0.261127,-2.802323
10 Aug 2024 01:36:00.000,1331.768258,4764.087764,-4778.977890,-6.843553,-0.551360,-2.456750
10 Aug 2024 01:37:00.000,918.362978,4722.379450,-4915.741079,-6.931999,-0.838279,-2.100347
10 Aug 2024 01:38:00.000,500.487100,4663.580915,-5030.834354,-6.992512,-1.120867,-1.734685
10 Aug 2024 01:39:00.000,79.826471,4587.981981,-5123.750352,-7.024783,-1.398129,-1.361376
10 Aug 2024 01:40:00.000,-341.918047,4495.931390,-5194.079474,-7.028619,-1.669096,-0.982066
10 Aug 2024 01:41:00.000,-763.037530,4387.835175,-5241.511690,-7.003945,-1.932829,-0.598427
10 Aug 2024 01:42:00.000,-1181.822004,4264.154838,-5265.837907,-6.950802,-2.188418,-0.212149
10 Aug 2024 01:43:00.000,-1596.567469,4125.405345,-5266.950887,-6.869348,-2.434991,0.175063
10 Aug 2024 01:44:00.000,-2005.582924,3972.152949,-5244.845725,-6.759857,-2.671712,0.561504
10 Aug 2024 01:45:00.000,-2407.197349,3805.012847,-5199.619866,-6.622721,-2.897786,0.945470
10 Aug 2024 01:46:00.000,-2799.766620,3624.646689,-5131.472677,-6.458446,-3.112459,1.325268
10 Aug 2024 01:47:00.000,-3181.680335,3431.759937,-5040.704571,-6.267648,-3.315025,1.699224
10 Aug 2024 01:48:00.000,-3551.368504,3227.099091,-4927.715677,-6.051058,-3.504823,2.065689
10 Aug 2024 01:49:00.000,-3907.308102,3011.448798,-4793.004081,-5.809511,-3.681242,2.423048
10 Aug 2024 01:50:00.000,-4248.029427,2785.628845,-4637.163628,-5.543948,-3.843723,2.769725
10 Aug 2024 01:51:00.000,-4572.122259,2550.491055,-4460.881305,-5.255410,-3.991757,3.104193
10 Aug 2024 01:52:00.000,-4878.241783,2306.916094,-4264.934212,-4.945035,-4.124891,3.424976
10 Aug 2024 01:53:00.000,-5165.114254,2055.810204,-4050.186136,-4.614054,-4.242726,3.730662
10 Aug 2024 01:54:00.000,-5431.542378,1798.101870,-3817.583746,-4.263783,-4.344920,4.019902
10 Aug 2024 01:55:00.000,-5676.410386,1534.738435,-3568.152415,-3.895623,-4.431186,4.291420
10 Aug 2024 01:56:00.000,-5898.688786,1266.682677,-3302.991704,-3.511048,-4.501297,4.544022
10 Aug 2024 01:57:00.000,-6097.438754,994.909359,-3023.270514,-3.111605,-4.555081,4.776591
10 Aug 2024 01:58:00.000,-6271.816173,720.401758,-2730.221930,-2.698903,-4.592426,4.988105
10 Aug 2024 01:59:00.000,-6421.075274,444.148198,-2425.137790,-2.274610,-4.613276,5.177629
10 Aug 2024 02:00:00.000,-6544.571878,167.138583,-2109.362987,-1.840444,-4.617633,5.344329
10 Aug 2024 02:01:00.000,-6641.766233,-109.639042,-1784.289543,-1.398165,-4.605557,5.487470
10 Aug 2024 02:02:00.000,-6712.225406,-385.201909,-1451.350468,-0.949573,-4.577165,5.606421
10 Aug 2024 02:03:00.000,-6755.625247,-658.575893,-1112.013448,-0.496494,-4.532628,5.700656
10 Aug 2024 02:04:00.000,-6771.751903,-928.798830,-767.774373,-0.040776,-4.472172,5.769762
10 Aug 2024 02:05:00.000,-6760.502876,-1194.923770,-420.150740,0.415718,-4.396079,5.813434
10 Aug 2024 02:06:00.000,-6721.887615,-1456.022159,-70.674970,0.871120,-4.304680,5.831478
10 Aug 2024 02:07:00.000,-6656.027657,-1711.186930,279.112355,1.323564,-4.198360,5.823815
10 Aug 2024 02:08:00.000,-6563.156288,-1959.535508,627.669277,1.771192,-4.077550,5.790479
10 Aug 2024 02:09:00.000,-6443.617748,-2200.212710,973.459264,2.212165,-3.942731,5.731618
10 Aug 2024 02:10:00.000,-6297.865973,-2432.393530,1314.957979,2.644666,-3.794428,5.647489
10 Aug 2024 02:11:00.000,-6126.462879,-2655.285810,1650.660004,3.066915,-3.633211,5.538466
10 Aug 2024 02:12:00.000,-5930.076191,-2868.132781,1979.085473,3.477166,-3.459690,5.405027
10 Aug 2024 02:13:00.000,-5709.476835,-3070.215469,2298.786600,3.873725,-3.274513,5.247761
10 Aug 2024 02:14:00.000,-5465.535896,-3260.854963,2608.354054,4.254950,-3.078367,5.067362
10 Aug 2024 02:15:00.000,-5199.221150,-3439.414534,2906.423178,4.619261,-2.871972,4.864624
10 Aug 2024 02:16:00.000,-4911.593198,-3605.301596,3191.680004,4.965144,-2.656078,4.640442
10 Aug 2024 02:17:00.000,-4603.801206,-3757.969517,3462.867042,5.291162,-2.431466,4.395804
10 Aug 2024 02:18:00.000,-4277.078265,-3896.919266,3718.788827,5.595956,-2.198942,4.131787
10 Aug 2024 02:19:00.000,-3932.736406,-4021.700885,3958.317186,5.878255,-1.959335,3.849557
10 Aug 2024 02:20:00.000,-3572.161277,-4131.914798,4180.396213,6.136877,-1.713495,3.550357
10 Aug 2024 02:21:00.000,-3196.806505,-4227.212951,4384.046924,6.370737,-1.462289,3.235506
10 Aug 2024 02:22:00.000,-2808.187768,-4307.299761,4568.371572,6.578853,-1.206598,2.906391
10 Aug 2024 02:23:00.000,-2407.876613,-4371.932906,4732.557604,6.760347,-0.947316,2.564465
10 Aug 2024 02:24:00.000,-1997.494019,-4420.923923,4875.881243,6.914449,-0.685345,2.211234
10 Aug 2024 02:25:00.000,-1578.703761,-4454.138635,4997.710680,7.040503,-0.421591,1.848255
10 Aug 2024 02:26:00.000,-1153.205579,-4471.497391,5097.508859,7.137966,-0.156965,1.477128
10 Aug 2024 02:27:00.000,-722.728197,-4472.975135,5174.835841,7.206415,0.107625,1.099490
10 Aug 2024 02:28:00.000,-289.022215,-4458.601294,5229.350749,7.245545,0.371271,0.717005
10 Aug 2024 02:29:00.000,146.147104,-4428.459484,5260.813265,7.255173,0.633074,0.331360
10 Aug 2024 02:30:00.000,581.007106,-4382.687053,5269.084696,7.235235,0.892144,-0.055747
10 Aug 2024 02:31:00.000,1013.785061,-4321.474440,5254.128577,7.185791,1.147602,-0.442607
10 Aug 2024 02:32:00.000,1442.715481,-4245.064375,5216.010840,7.107024,1.398583,-0.827517
10 Aug 2024 02:33:00.000,1866.047420,-4153.750904,5154.899519,6.999236,1.644242,-1.208779
10 Aug 2024 02:34:00.000,2282.051708,-4047.878263,5071.064007,6.862849,1.883753,-1.584712
10 Aug 2024 02:35:00.000,2689.028114,-3927.839584,4964.873875,6.698406,2.116312,-1.953659
10 Aug 2024 02:36:00.000,3085.312383,-3794.075457,4836.797238,6.506564,2.341141,-2.313994
10 Aug 2024 02:37:00.000,3469.283135,-3647.072337,4687.398691,6.288093,2.557489,-2.664128
10 Aug 2024 02:38:00.000,3839.368583,-3487.360820,4517.336825,6.043876,2.764636,-3.002518
10 Aug 2024 02:39:00.000,4194.053059,-3315.513769,4327.361317,5.774901,2.961895,-3.327672
10 Aug 2024 02:40:00.000,4531.883305,-3132.144325,4118.309632,5.482259,3.148610,-3.638157
10 Aug 2024 02:41:00.000,4851.474504,-2937.903784,3891.103325,5.167139,3.324165,-3.932603
10 Aug 2024 02:42:00.000,5151.516037,-2733.479363,3646.743983,4.830825,3.487980,-4.209714
10 Aug 2024 02:43:00.000,5430.776934,-2519.591858,3386.308809,4.474687,3.639515,-4.468268
10 Aug 2024 02:44:00.000,5688.110989,-2296.993201,3110.945870,4.100179,3.778272,-4.707124
10 Aug 2024 02:45:00.000,5922.461530,-2066.463918,2821.869042,3.708831,3.903797,-4.925229
10 Aug 2024 02:46:00.000,6132.865824,-1828.810509,2520.352652,3.302243,4.015678,-5.121623
10 Aug 2024 02:47:00.000,6318.459081,-1584.862749,2207.725867,2.882078,4.113551,-5.295440
10 Aug 2024 02:48:00.000,6478.478058,-1335.470914,1885.366830,2.450058,4.197098,-5.445912
10 Aug 2024 02:49:00.000,6612.264247,-1081.502956,1554.696586,2.007951,4.266048,-5.572378
10 Aug 2024 02:50:00.000,6719.266619,-823.841620,1217.172820,1.557569,4.320178,-5.674279
10 Aug 2024 02:51:00.000,6799.043929,-563.381520,874.283427,1.100759,4.359315,-5.751167
10 Aug 2024 02:52:00.000,6851.266556,-301.026182,527.539956,0.639394,4.383336,-5.802701
10 Aug 2024 02:53:00.000,6875.717893,-37.685061,178.470947,0.175366,4.392166,-5.828656
10 Aug 2024 02:54:00.000,6872.295253,225.729459,-171.384810,-0.289421,4.385783,-5.828917
10 Aug 2024 02:55:00.000,6841.010309,488.305071,-520.485057,-0.753060,4.364211,-5.803482
10 Aug 2024 02:56:00.000,6781.989057,749.132545,-867.290865,-1.213649,4.327528,-5.752463
10 Aug 2024 02:57:00.000,6695.471303,1007.308726,-1210.273421,-1.669297,4.275860,-5.676087
10 Aug 2024 02:58:00.000,6581.809674,1261.939503,-1547.920764,-2.118135,4.209381,-5.574688
10 Aug 2024 02:59:00.000,6441.468168,1512.142753,-1878.744455,-2.558322,4.128317,-5.448715
10 Aug 2024 03:00:00.000,6275.020228,1757.051248,-2201.286132,-2.988052,4.032939,-5.298723
10 Aug 2024 03:01:00.000,6083.146375,1995.815511,-2514.123946,-3.405563,3.923567,-5.125372
10 Aug 2024 03:02:00.000,5866.631382,2227.606625,-2815.878822,-3.809142,3.800565,-4.929427
10 Aug 2024 03:03:00.000,5626.361027,2451.618968,-3105.220543,-4.197137,3.664346,-4.711752
10 Aug 2024 03:04:00.000,5363.318417,2667.072884,-3380.873613,-4.567958,3.515364,-4.473307
10 Aug 2024 03:05:00.000,5078.579911,2873.217270,-3641.622879,-4.920087,3.354115,-4.215141
10 Aug 2024 03:06:00.000,4773.310663,3069.332079,-3886.318887,-5.252083,3.181138,-3.938395
10 Aug 2024 03:07:00.000,4448.759781,3254.730720,-4113.882952,-5.562589,2.997009,-3.644286
10 Aug 2024 03:08:00.000,4106.255153,3428.762363,-4323.311909,-5.850338,2.802343,-3.334113
10 Aug 2024 03:09:00.000,3747.197942,3590.814130,-4513.682539,-6.114155,2.597791,-3.009242
10 Aug 2024 03:10:00.000,3373.056772,3740.313165,-4684.155637,-6.352966,2.384035,-2.671106
10 Aug 2024 03:11:00.000,2985.361645,3876.728594,-4833.979711,-6.565800,2.161792,-2.321194
10 Aug 2024 03:12:00.000,2585.697601,3999.573334,-4962.494297,-6.751795,1.931805,-1.961051
10 Aug 2024 03:13:00.000,2175.698150,4108.405789,-5069.132867,-6.910198,1.694847,-1.592262
10 Aug 2024 03:14:00.000,1757.038505,4202.831385,-5153.425330,-7.040372,1.451711,-1.216454
10 Aug 2024 03:15:00.000,1331.428652,4282.503972,-5215.000102,-7.141795,1.203218,-0.835284
10 Aug 2024 03:16:00.000,900.606270,4347.127070,-5253.585745,-7.214066,0.950203,-0.450431
10 Aug 2024 03:17:00.000,466.329544,4396.454957,-5269.012162,-7.256903,0.693521,-0.063593
10 Aug 2024 03:18:00.000,30.369897,4430.293602,-5261.211349,-7.270146,0.434040,0.323525
10 Aug 2024 03:19:00.000,-405.495330,4448.501431,-5230.217696,-7.253759,0.172641,0.709217
10 Aug 2024 03:20:00.000,-839.490217,4450.989930,-5176.167830,-7.207826,-0.089789,1.091783
10 Aug 2024 03:21:00.000,-1269.847593,4437.724080,-5099.300018,-7.132554,-0.352354,1.469536
10 Aug 2024 03:22:00.000,-1694.816325,4408.722613,-4999.953113,-7.028269,-0.614159,1.840811
10 Aug 2024 03:23:00.000,-2112.668532,4364.058108,-4878.565065,-6.895420,-0.874306,2.203971
10 Aug 2024 03:24:00.000,-2521.706698,4303.856905,-4735.670983,-6.734572,-1.131901,2.557415
10 Aug 2024 03:25:00.000,-2920.270654,4228.298844,-4571.900784,-6.546403,-1.386054,2.899585
10 Aug 2024 03:26:00.000,-3306.744397,4137.616838,-4387.976412,-6.331706,-1.635887,3.228974
10 Aug 2024 03:27:00.000,-3679.562724,4032.096259,-4184.708653,-6.091381,-1.880530,3.544128
10 Aug 2024 03:28:00.000,-4037.217643,3912.074164,-3962.993569,-5.826435,-2.119129,3.843659
10 Aug 2024 03:29:00.000,-4378.264547,3777.938342,-3723.808538,-5.537973,-2.350849,4.126246
10 Aug 2024 03:30:00.000,-4701.328114,3630.126190,-3468.207953,-5.227198,-2.574873,4.390643
10 Aug 2024 03:31:00.000,-5005.107912,3469.123425,-3197.318570,-4.895404,-2.790406,4.635685
10 Aug 2024 03:32:00.000,-5288.383698,3295.462633,-2912.334543,-4.543968,-2.996681,4.860292
10 Aug 2024 03:33:00.000,-5550.020361,3109.721652,-2614.512158,-4.174349,-3.192958,5.063473
10 Aug 2024 03:34:00.000,-5788.972526,2912.521801,-2305.164298,-3.788079,-3.378528,5.244333
10 Aug 2024 03:35:00.000,-6004.288763,2704.525958,-1985.654650,-3.386757,-3.552715,5.402075
10 Aug 2024 03:36:00.000,-6195.115409,2486.436488,-1657.391701,-2.972041,-3.714879,5.536002
10 Aug 2024 03:37:00.000,-6360.699984,2258.993033,-1321.822520,-2.545644,-3.864417,5.645526
10 Aug 2024 03:38:00.000,-6500.394174,2022.970160,-980.426389,-2.109324,-4.000769,5.730163
10 Aug 2024 03:39:00.000,-6613.656380,1779.174889,-634.708274,-1.664880,-4.123414,5.789539
10 Aug 2024 03:40:00.000,-6700.053827,1528.444088,-286.192193,-1.214139,-4.231878,5.823394
10 Aug 2024 03:41:00.000,-6759.264213,1271.641764,63.585501,-0.758955,-4.325731,5.831578
10 Aug 2024 03:42:00.000,-6791.076894,1009.656243,413.082892,-0.301195,-4.404592,5.814054
10 Aug 2024 03:43:00.000,-6795.393617,743.397247,760.759303,0.157264,-4.468129,5.770900
10 Aug 2024 03:44:00.000,-6772.228768,473.792888,1105.082081,0.614545,-4.516061,5.702307
10 Aug 2024 03:45:00.000,-6721.709168,201.786581,1444.533358,1.068779,-4.548160,5.608577
10 Aug 2024 03:46:00.000,-6644.073395,-71.666120,1777.616743,1.518110,-4.564250,5.490122
10 Aug 2024 03:47:00.000,-6539.670641,-345.600739,2102.863912,1.960708,-4.564208,5.347466
10 Aug 2024 03:48:00.000,-6408.959120,-619.047152,2418.841089,2.394772,-4.547970,5.181236
10 Aug 2024 03:49:00.000,-6252.504021,-891.032901,2724.155361,2.818537,-4.515522,4.992166
10 Aug 2024 03:50:00.000,-6070.975018,-1160.586537,3017.460821,3.230286,-4.466911,4.781089
10 Aug 2024 03:51:00.000,-5865.143362,-1426.740981,3297.464498,3.628353,-4.402238,4.548936
10 Aug 2024 03:52:00.000,-5635.878537,-1688.536893,3562.932060,4.011129,-4.321658,4.296730
10 Aug 2024 03:53:00.000,-5384.144539,-1945.026043,3812.693255,4.377074,-4.225386,4.025583
10 Aug 2024 03:54:00.000,-5110.995748,-2195.274663,4045.647069,4.724717,-4.113690,3.736690
10 Aug 2024 03:55:00.000,-4817.572444,-2438.366772,4260.766577,5.052666,-3.986894,3.431325
10 Aug 2024 03:56:00.000,-4505.095972,-2673.407468,4457.103475,5.359612,-3.845377,3.110833
10 Aug 2024 03:57:00.000,-4174.863580,-2899.526169,4633.792256,5.644334,-3.689570,2.776628
10 Aug 2024 03:58:00.000,-3828.242954,-3115.879791,4790.054030,5.905706,-3.519959,2.430183
10 Aug 2024 03:59:00.000,-3466.666464,-3321.655862,4925.199951,6.142700,-3.337079,2.073025
10 Aug 2024 04:00:00.000,-3091.625163,-3516.075545,5038.634260,6.354388,-3.141515,1.706729
10 Aug 2024 04:01:00.000,-2704.662549,-3698.396571,5129.856907,6.539949,-2.933900,1.332909
10 Aug 2024 04:02:00.000,-2307.368120,-3867.916066,5198.465760,6.698672,-2.714914,0.953213
10 Aug 2024 04:03:00.000,-1901.370756,-4023.973263,5244.158371,6.829956,-2.485281,0.569315
10 Aug 2024 04:04:00.000,-1488.331951,-4165.952086,5266.733315,6.933315,-2.245766,0.182907
10 Aug 2024 04:05:00.000,-1069.938917,-4293.283602,5266.091076,7.008378,-1.997174,-0.204307
10 Aug 2024 04:06:00.000,-647.897608,-4405.448320,5242.234484,7.054892,-1.740349,-0.590620
10 Aug 2024 04:07:00.000,-223.925667,-4501.978338,5195.268706,7.072720,-1.476167,-0.974330
10 Aug 2024 04:08:00.000,200.254645,-4582.459329,5125.400781,7.061845,-1.205536,-1.353745
10 Aug 2024 04:09:00.000,622.923539,-4646.532348,5032.938704,7.022366,-0.929393,-1.727192
10 Aug 2024 04:10:00.000,1042.370750,-4693.895458,4918.290073,6.954501,-0.648701,-2.093025
10 Aug 2024 04:11:00.000,1456.902540,-4724.305172,4781.960291,6.858584,-0.364445,-2.449631
10 Aug 2024 04:12:00.000,1864.848615,-4737.577696,4624.550336,6.735061,-0.077630,-2.795439
10 Aug 2024 04:13:00.000,2264.568931,-4733.589970,4446.754113,6.584494,0.210725,-3.128924
10 Aug 2024 04:14:00.000,2654.460353,-4712.280503,4249.355397,6.407552,0.499589,-3.448615
10 Aug 2024 04:15:00.000,3032.963154,-4673.649991,4033.224375,6.205012,0.787919,-3.753104
10 Aug 2024 04:16:00.000,3398.567315,-4617.761728,3799.313809,5.977753,1.074672,-4.041049
10 Aug 2024 04:17:00.000,3749.818600,-4544.741783,3548.654842,5.726754,1.358801,-4.311179
10 Aug 2024 04:18:00.000,4085.324395,-4454.778963,3282.352445,5.453090,1.639261,-4.562305
10 Aug 2024 04:19:00.000,4403.759268,-4348.124548,3001.580552,5.157924,1.915015,-4.793319
10 Aug 2024 04:20:00.000,4703.870246,-4225.091801,2707.576881,4.842508,2.185036,-5.003202
10 Aug 2024 04:21:00.000,4984.481773,-4086.055245,2401.637480,4.508171,2.448308,-5.191030
10 Aug 2024 04:22:00.000,5244.500336,-3931.449718,2085.111011,4.156316,2.703837,-5.355975
