"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
10 Aug 2024 00:40:00.000,4275.923237,1187.697286,-5254.961866,-1.687209,7.087716,0.229056
10 Aug 2024 00:41:00.000,4167.233946,1610.507152,-5229.645930,-1.934568,7.001150,0.614498
10 Aug 2024 00:42:00.000,4043.927309,2027.263280,-5181.276301,-2.174318,6.885987,0.997230
10 Aug 2024 00:43:00.000,3906.484115,2436.262264,-5110.066206,-2.405655,6.742661,1.375567
10 Aug 2024 00:44:00.000,3755.432422,2835.830332,-5016.329559,-2.627808,6.571725,1.747840
10 Aug 2024 00:45:00.000,3591.345532,3224.330285,-4900.479576,-2.840042,6.373845,2.112407
10 Aug 2024 00:46:00.000,3414.839825,3600.168301,-4763.026954,-3.041656,6.149799,2.467663
10 Aug 2024 00:47:00.000,3226.572459,3961.800559,-4604.577623,-3.231990,5.900476,2.812040
10 Aug 2024 00:48:00.000,3027.238955,4307.739673,-4425.830070,-3.410427,5.626868,3.144022
10 Aug 2024 00:49:00.000,2817.570664,4636.560893,-4227.572262,-3.576391,5.330070,3.462143
10 Aug 2024 00:50:00.000,2598.332130,4946.908057,-4010.678174,-3.729351,5.011273,3.765003
10 Aug 2024 00:51:00.000,2370.318360,5237.499266,-3776.103932,-3.868822,4.671760,4.051265
10 Aug 2024 00:52:00.000,2134.352009,5507.132255,-3524.883604,-3.994368,4.312901,4.319668
10 Aug 2024 00:53:00.000,1891.280486,5754.689441,-3258.124637,-4.105601,3.936148,4.569029
10 Aug 2024 00:54:00.000,1641.972999,5979.142626,-2977.002976,-4.202181,3.543028,4.798249
10 Aug 2024 00:55:00.000,1387.317537,6179.557330,-2682.757881,-4.283823,3.135137,5.006316
10 Aug 2024 00:56:00.000,1128.217815,6355.096742,-2376.686465,-4.350288,2.714133,5.192315
10 Aug 2024 00:57:00.000,865.590173,6505.025271,-2060.137973,-4.401394,2.281731,5.355424
10 Aug 2024 00:58:00.000,600.360455,6628.711676,-1734.507836,-4.437007,1.839693,5.494925
10 Aug 2024 00:59:00.000,333.460873,6725.631767,-1401.231520,-4.457047,1.389824,5.610203
10 Aug 2024 01:00:00.000,65.826857,6795.370665,-1061.778197,-4.461487,0.933962,5.700749
10 Aug 2024 01:01:00.000,-201.606082,6837.624608,-717.644269,-4.450353,0.473971,5.766166
10 Aug 2024 01:02:00.000,-467.905483,6852.202297,-370.346771,-4.423720,0.011735,5.806163
10 Aug 2024 01:03:00.000,-732.145037,6839.025776,-21.416684,-4.381717,-0.450853,5.820565
10 Aug 2024 01:04:00.000,-993.407661,6798.130841,327.607813,-4.324523,-0.911896,5.809309
10 Aug 2024 01:05:00.000,-1250.788528,6729.666979,675.188126,-4.252367,-1.369503,5.772443
10 Aug 2024 01:06:00.000,-1503.398045,6633.896828,1019.792027,-4.165528,-1.821794,5.710132
10 Aug 2024 01:07:00.000,-1750.364773,6511.195177,1359.900410,-4.064333,-2.266912,5.622648
10 Aug 2024 01:08:00.000,-1990.838275,6362.047483,1694.013984,-3.949154,-2.703027,5.510378
10 Aug 2024 01:09:00.000,-2223.991891,6187.047945,2020.659887,-3.820410,-3.128345,5.373817
10 Aug 2024 01:10:00.000,-2449.025425,5986.897112,2338.398175,-3.678565,-3.541115,5.213567
10 Aug 2024 01:11:00.000,-2665.167737,5762.399049,2645.828172,-3.524124,-3.939640,5.030334
10 Aug 2024 01:12:00.000,-2871.679238,5514.458078,2941.594644,-3.357632,-4.322277,4.824925
10 Aug 2024 01:13:00.000,-3067.854274,5244.075090,3224.393772,-3.179675,-4.687450,4.598248
10 Aug 2024 01:14:00.000,-3253.023397,4952.343463,3492.978900,-2.990875,-5.033654,4.351300
10 Aug 2024 01:15:00.000,-3426.555512,4640.444586,3746.166034,-2.791887,-5.359461,4.085170
10 Aug 2024 01:16:00.000,-3587.859901,4309.643022,3982.839056,-2.583402,-5.663527,3.801032
10 Aug 2024 01:17:00.000,-3736.388106,3961.281315,4201.954647,-2.366137,-5.944598,3.500137
10 Aug 2024 01:18:00.000,-3871.635683,3596.774477,4402.546886,-2.140841,-6.201513,3.183813
10 Aug 2024 01:19:00.000,-3993.143804,3217.604170,4583.731510,-1.908286,-6.433212,2.853454
10 Aug 2024 01:20:00.000,-4100.500716,2825.312606,4744.709806,-1.669268,-6.638737,2.510517
10 Aug 2024 01:21:00.000,-4193.343045,2421.496198,4884.772140,-1.424604,-6.817241,2.156512
10 Aug 2024 01:22:00.000,-4271.356947,2007.798980,5003.301078,-1.175128,-6.967984,1.793001
10 Aug 2024 01:23:00.000,-4334.279097,1585.905829,5099.774113,-0.921688,-7.090344,1.421585
10 Aug 2024 01:24:00.000,-4381.897516,1157.535517,5173.765966,-0.665148,-7.183815,1.043903
10 Aug 2024 01:25:00.000,-4414.052243,724.433618,5224.950461,-0.406378,-7.248010,0.661619
10 Aug 2024 01:26:00.000,-4430.635826,288.365300,5253.101962,-0.146257,-7.282662,0.276419
10 Aug 2024 01:27:00.000,-4431.593656,-148.891952,5258.096371,0.114333,-7.287627,-0.110000
10 Aug 2024 01:28:00.000,-4416.924136,-585.555685,5239.911670,0.374508,-7.262884,-0.495934
10 Aug 2024 01:29:00.000,-4386.678670,-1019.845831,5198.628022,0.633385,-7.208534,-0.879682
10 Aug 2024 01:30:00.000,-4340.961495,-1449.992061,5134.427418,0.890086,-7.124801,-1.259552
10 Aug 2024 01:31:00.000,-4279.929338,-1874.241090,5047.592871,1.143740,-7.012029,-1.633869
10 Aug 2024 01:32:00.000,-4203.790911,-2290.863920,4938.507170,1.393485,-6.870682,-2.000984
10 Aug 2024 01:33:00.000,-4112.806237,-2698.162973,4807.651195,1.638474,-6.701343,-2.359278
10 Aug 2024 01:34:00.000,-4007.285816,-3094.479101,4655.601795,1.877873,-6.504710,-2.707172
10 Aug 2024 01:35:00.000,-3887.589626,-3478.198425,4483.029244,2.110866,-6.281594,-3.043132
10 Aug 2024 01:36:00.000,-3754.125970,-3847.758998,4290.694290,2.336658,-6.032914,-3.365677
10 Aug 2024 01:37:00.000,-3607.350167,-4201.657236,4079.444795,2.554477,-5.759695,-3.673385
10 Aug 2024 01:38:00.000,-3447.763089,-4538.454118,3850.212006,2.763578,-5.463064,-3.964900
10 Aug 2024 01:39:00.000,-3275.909558,-4856.781108,3604.006442,2.963242,-5.144244,-4.238936
10 Aug 2024 01:40:00.000,-3092.376589,-5155.345785,3341.913443,3.152781,-4.804547,-4.494286
10 Aug 2024 01:41:00.000,-2897.791510,-5432.937155,3065.088388,3.331539,-4.445374,-4.729824
10 Aug 2024 01:42:00.000,-2692.819938,-5688.430624,2774.751594,3.498897,-4.068203,-4.944512
10 Aug 2024 01:43:00.000,-2478.163635,-5920.792605,2472.182946,3.654269,-3.674589,-5.137403
10 Aug 2024 01:44:00.000,-2254.558246,-6129.084750,2158.716248,3.797112,-3.266151,-5.307647
10 Aug 2024 01:45:00.000,-2022.770914,-6312.467782,1835.733345,3.926920,-2.844570,-5.454493
10 Aug 2024 01:46:00.000,-1783.597801,-6470.204918,1504.658034,4.043231,-2.411580,-5.577295
10 Aug 2024 01:47:00.000,-1537.861497,-6601.664851,1166.949783,4.145627,-1.968963,-5.675510
10 Aug 2024 01:48:00.000,-1286.408352,-6706.324312,824.097303,4.233734,-1.518537,-5.748706
10 Aug 2024 01:49:00.000,-1030.105708,-6783.770163,477.611979,4.307227,-1.062154,-5.796560
10 Aug 2024 01:50:00.000,-769.839066,-6833.701042,129.021212,4.365825,-0.601686,-5.818862
10 Aug 2024 01:51:00.000,-506.509185,-6855.928541,-220.138315,4.409300,-0.139023,-5.815512
10 Aug 2024 01:52:00.000,-241.029115,-6850.377910,-568.327412,4.437472,0.323936,-5.786526
10 Aug 2024 01:53:00.000,25.678810,-6817.088291,-914.011169,4.450212,0.785294,-5.732031
10 Aug 2024 01:54:00.000,292.686028,-6756.212481,-1255.665718,4.447440,1.243161,-5.652268
10 Aug 2024 01:55:00.000,559.060832,-6668.016215,-1591.784952,4.429131,1.695665,-5.547589
10 Aug 2024 01:56:00.000,823.871477,-6552.876991,-1920.887169,4.395310,2.140954,-5.418454
10 Aug 2024 01:57:00.000,1086.189297,-6411.282425,-2241.521596,4.346054,2.577210,-5.265433
10 Aug 2024 01:58:00.000,1345.091829,-6243.828149,-2552.274790,4.281493,3.002651,-5.089200
10 Aug 2024 01:59:00.000,1599.665926,-6051.215268,-2851.776867,4.201807,3.415545,-4.890533
10 Aug 2024 02:00:00.000,1849.010857,-5834.247373,-3138.707541,4.107230,3.814210,-4.670307
10 Aug 2024 02:01:00.000,2092.241374,-5593.827144,-3411.801945,3.998045,4.197025,-4.429494
10 Aug 2024 02:02:00.000,2328.490755,-5330.952527,-3669.856203,3.874586,4.562436,-4.169154
10 Aug 2024 02:03:00.000,2556.913784,-5046.712537,-3911.732744,3.737235,4.908963,-3.890435
10 Aug 2024 02:04:00.000,2776.689692,-4742.282675,-4136.365310,3.586424,5.235205,-3.594566
10 Aug 2024 02:05:00.000,2987.025017,-4418.919997,-4342.763659,3.422632,5.539845,-3.282851
10 Aug 2024 02:06:00.000,3187.156402,-4077.957844,-4530.017934,3.246384,5.821658,-2.956664
10 Aug 2024 02:07:00.000,3376.353300,-3720.800271,-4697.302665,3.058248,6.079513,-2.617444
10 Aug 2024 02:08:00.000,3553.920586,-3348.916178,-4843.880417,2.858836,6.312379,-2.266685
10 Aug 2024 02:09:00.000,3719.201068,-2963.833186,-4969.105035,2.648800,6.519330,-1.905935
10 Aug 2024 02:10:00.000,3871.577888,-2567.131274,-5072.424496,2.428832,6.699549,-1.536782
10 Aug 2024 02:11:00.000,4010.476799,-2160.436205,-5153.383339,2.199660,6.852327,-1.160855
10 Aug 2024 02:12:00.000,4135.368310,-1745.412779,-5211.624676,1.962049,6.977072,-0.779810
10 Aug 2024 02:13:00.000,4245.769706,-1323.757916,-5246.891763,1.716792,7.073305,-0.395328
10 Aug 2024 02:14:00.000,4341.246911,-897.193636,-5259.029134,1.464715,7.140669,-0.009103
10 Aug 2024 02:15:00.000,4421.416206,-467.459926,-5247.983283,1.206672,7.178923,0.377162
10 Aug 2024 02:16:00.000,4485.945790,-36.307557,-5213.802904,0.943540,7.187948,0.761765
10 Aug 2024 02:17:00.000,4534.557169,394.509147,-5156.638673,0.676217,7.167744,1.143009
10 Aug 2024 02:18:00.000,4567.026383,823.239533,-5076.742586,0.405622,7.118434,1.519215
10 Aug 2024 02:19:00.000,4583.185050,1248.143819,-4974.466845,0.132689,7.040258,1.888723
10 Aug 2024 02:20:00.000,4582.921234,1667.500245,-4850.262311,-0.141635,6.933575,2.249906
10 Aug 2024 02:21:00.000,4566.180122,2079.612133,-4704.676510,-0.416394,6.798862,2.601170
10 Aug 2024 02:22:00.000,4532.964515,2482.814827,-4538.351224,-0.690624,6.636710,2.940968
10 Aug 2024 02:23:00.000,4483.335130,2875.482497,-4352.019659,-0.963359,6.447821,3.267801
10 Aug 2024 02:24:00.000,4417.410694,3256.034771,-4146.503216,-1.233632,6.233007,3.580229
10 Aug 2024 02:25:00.000,4335.367858,3622.943157,-3922.707866,-1.500479,5.993186,3.876874
10 Aug 2024 02:26:00.000,4237.440895,3974.737254,-3681.620161,-1.762944,5.729376,4.156429
10 Aug 2024 02:27:00.000,4123.921212,4310.010699,-3424.302879,-2.020079,5.442691,4.417661
10 Aug 2024 02:28:00.000,3995.156651,4627.426842,-3151.890344,-2.270952,5.134341,4.659419
10 Aug 2024 02:29:00.000,3851.550601,4925.724129,-2865.583426,-2.514644,4.805619,4.880637
10 Aug 2024 02:30:00.000,3693.560901,5203.721149,-2566.644241,-2.750259,4.457901,5.080340
10 Aug 2024 02:31:00.000,3521.698560,5460.321357,-2256.390595,-2.976922,4.092640,5.257647
10 Aug 2024 02:32:00.000,3336.526266,5694.517424,-1936.190170,-3.193785,3.711356,5.411778
10 Aug 2024 02:33:00.000,3138.656725,5905.395211,-1607.454496,-3.400030,3.315633,5.542051
10 Aug 2024 02:34:00.000,2928.750793,6092.137358,-1271.632728,-3.594870,2.907112,5.647894
10 Aug 2024 02:35:00.000,2707.515444,6254.026454,-930.205259,-3.777555,2.487483,5.728839
10 Aug 2024 02:36:00.000,2475.701547,6390.447795,-584.677194,-3.947373,2.058479,5.784530
10 Aug 2024 02:37:00.000,2234.101486,6500.891705,-236.571714,-4.103652,1.621866,5.814721
10 Aug 2024 02:38:00.000,1983.546605,6584.955426,112.576637,-4.245766,1.179440,5.819280
10 Aug 2024 02:39:00.000,1724.904500,6642.344550,461.228721,-4.373134,0.733017,5.798185
10 Aug 2024 02:40:00.000,1459.076166,6672.874014,807.847584,-4.485223,0.284423,5.751531
10 Aug 2024 02:41:00.000,1186.993004,6676.468628,1150.905236,-4.581552,-0.164506,5.679522
10 Aug 2024 02:42:00.000,909.613687,6653.163152,1488.889387,-4.661694,-0.611942,5.582476
10 Aug 2024 02:43:00.000,627.920921,6603.101923,1820.310111,-4.725276,-1.056063,5.460821
10 Aug 2024 02:44:00.000,342.918081,6526.538024,2143.706416,-4.771982,-1.495065,5.315094
10 Aug 2024 02:45:00.000,55.625757,6423.832006,2457.652685,-4.801555,-1.927173,5.145936
10 Aug 2024 02:46:00.000,-232.921797,6295.450173,2760.764956,-4.813795,-2.350638,4.954093
10 Aug 2024 02:47:00.000,-521.680280,6141.962429,3051.707029,-4.808568,-2.763756,4.740412
10 Aug 2024 02:48:00.000,-809.599040,5964.039707,3329.196353,-4.785797,-3.164865,4.505833
10 Aug 2024 02:49:00.000,-1095.624808,5762.450983,3592.009680,-4.745471,-3.552359,4.251392
10 Aug 2024 02:50:00.000,-1378.705481,5538.059896,3838.988458,-4.687641,-3.924691,3.978209
10 Aug 2024 02:51:00.000,-1657.793929,5291.820983,4069.043937,-4.612422,-4.280379,3.687489
10 Aug 2024 02:52:00.000,-1931.851810,5024.775552,4281.161972,-4.519991,-4.618013,3.380514
10 Aug 2024 02:53:00.000,-2199.853391,4738.047202,4474.407487,-4.410591,-4.936261,3.058636
10 Aug 2024 02:54:00.000,-2460.789351,4432.837019,4647.928606,-4.284526,-5.233873,2.723275
10 Aug 2024 02:55:00.000,-2713.670551,4110.418468,4800.960399,-4.142165,-5.509687,2.375910
10 Aug 2024 02:56:00.000,-2957.531773,3772.131989,4932.828262,-3.983937,-5.762633,2.018070
10 Aug 2024 02:57:00.000,-3191.435389,3419.379348,5042.950884,-3.810332,-5.991738,1.651335
10 Aug 2024 02:58:00.000,-3414.474968,3053.617735,5130.842817,-3.621899,-6.196129,1.277320
10 Aug 2024 02:59:00.000,-3625.778796,2676.353657,5196.116609,-3.419246,-6.375034,0.897674
10 Aug 2024 03:00:00.000,-3824.513300,2289.136651,5238.484514,-3.203036,-6.527792,0.514071
10 Aug 2024 03:01:00.000,-4009.886354,1893.552820,5257.759764,-2.973988,-6.653845,0.128202
10 Aug 2024 03:02:00.000,-4181.150467,1491.218259,5253.857389,-2.732871,-6.752751,-0.258233
10 Aug 2024 03:03:00.000,-4337.605834,1083.772359,5226.794591,-2.480504,-6.824177,-0.643529
10 Aug 2024 03:04:00.000,-4478.603226,672.871043,5176.690670,-2.217753,-6.867905,-1.025988
10 Aug 2024 03:05:00.000,-4603.546733,260.179953,5103.766498,-1.945530,-6.883828,-1.403924
10 Aug 2024 03:06:00.000,-4711.896316,-152.632385,5008.343544,-1.664784,-6.871957,-1.775672
10 Aug 2024 03:07:00.000,-4803.170189,-563.901382,4890.842459,-1.376507,-6.832413,-2.139592
10 Aug 2024 03:08:00.000,-4876.946995,-971.973174,4751.781218,-1.081722,-6.765432,-2.494079
10 Aug 2024 03:09:00.000,-4932.867777,-1375.211346,4591.772842,-0.781485,-6.671360,-2.837573
10 Aug 2024 03:10:00.000,-4970.637738,-1772.003558,4411.522691,-0.476877,-6.550652,-3.168557
10 Aug 2024 03:11:00.000,-4990.027773,-2160.768055,4211.825356,-0.169007,-6.403872,-3.485574
10 Aug 2024 03:12:00.000,-4990.875768,-2539.960027,3993.561157,0.141002,-6.231688,-3.787225
10 Aug 2024 03:13:00.000,-4973.087668,-2908.077803,3757.692261,0.452005,-6.034869,-4.072182
10 Aug 2024 03:14:00.000,-4936.638285,-3263.668838,3505.258443,0.762851,-5.814282,-4.339187
10 Aug 2024 03:15:00.000,-4881.571870,-3605.335488,3237.372498,1.072379,-5.570890,-4.587063
10 Aug 2024 03:16:00.000,-4808.002422,-3931.740529,2955.215341,1.379425,-5.305744,-4.814719
10 Aug 2024 03:17:00.000,-4716.113738,-4241.612425,2660.030796,1.682827,-5.019982,-5.021150
10 Aug 2024 03:18:00.000,-4606.159205,-4533.750290,2353.120116,1.981428,-4.714819,-5.205446
10 Aug 2024 03:19:00.000,-4478.461322,-4807.028557,2035.836248,2.274082,-4.391550,-5.366796
10 Aug 2024 03:20:00.000,-4333.410970,-5060.401317,1709.577863,2.559657,-4.051535,-5.504487
10 Aug 2024 03:21:00.000,-4171.466402,-5292.906313,1375.783197,2.837039,-3.696200,-5.617913
10 Aug 2024 03:22:00.000,-3993.151989,-5503.668582,1035.923707,3.105139,-3.327029,-5.706573
10 Aug 2024 03:23:00.000,-3799.056687,-5691.903721,691.497585,3.362894,-2.945556,-5.770078
10 Aug 2024 03:24:00.000,-3589.832267,-5856.920774,344.023156,3.609274,-2.553359,-5.808146
10 Aug 2024 03:25:00.000,-3366.191272,-5998.124726,-4.967821,3.843284,-2.152058,-5.820611
10 Aug 2024 03:26:00.000,-3128.904749,-6115.018588,-353.936898,4.063969,-1.743300,-5.807417
10 Aug 2024 03:27:00.000,-2878.799722,-6207.205082,-701.345726,4.270419,-1.328760,-5.768622
10 Aug 2024 03:28:00.000,-2616.756444,-6274.387902,-1045.662832,4.461771,-0.910127,-5.704397
10 Aug 2024 03:29:00.000,-2343.705419,-6316.372569,-1385.370373,4.637213,-0.489105,-5.615026
10 Aug 2024 03:30:00.000,-2060.624212,-6333.066851,-1718.970828,4.795989,-0.067399,-5.500902
10 Aug 2024 03:31:00.000,-1768.534052,-6324.480777,-2044.993595,4.937400,0.353290,-5.362529
10 Aug 2024 03:32:00.000,-1468.496244,-6290.726221,-2362.001478,5.060810,0.771270,-5.200517
10 Aug 2024 03:33:00.000,-1161.608397,-6232.016084,-2668.597020,5.165645,1.184866,-5.015579
10 Aug 2024 03:34:00.000,-849.000486,-6148.663051,-2963.428665,5.251400,1.592427,-4.808531
10 Aug 2024 03:35:00.000,-531.830757,-6041.077960,-3245.196715,5.317639,1.992334,-4.580286
10 Aug 2024 03:36:00.000,-211.281494,-5909.767765,-3512.659062,5.363997,2.383003,-4.331849
10 Aug 2024 03:37:00.000,111.445337,-5755.333123,-3764.636659,5.390182,2.762896,-4.064317
10 Aug 2024 03:38:00.000,435.132561,-5578.465603,-4000.018720,5.395980,3.130522,-3.778868
10 Aug 2024 03:39:00.000,758.552351,-5379.944539,-4217.767618,5.381251,3.484447,-3.476761
10 Aug 2024 03:40:00.000,1080.470866,-5160.633535,-4416.923456,5.345934,3.823297,-3.159327
10 Aug 2024 03:41:00.000,1399.652944,-4921.476642,-4596.608302,5.290046,4.145764,-2.827966
10 Aug 2024 03:42:00.000,1714.866841,-4663.494226,-4756.030057,5.213684,4.450614,-2.484139
10 Aug 2024 03:43:00.000,2024.888986,-4387.778538,-4894.485947,5.117023,4.736687,-2.129361
10 Aug 2024 03:44:00.000,2328.508741,-4095.489013,-5011.365620,5.000320,5.002903,-1.765196
10 Aug 2024 03:45:00.000,2624.533154,-3787.847315,-5106.153839,4.863908,5.248267,-1.393250
10 Aug 2024 03:46:00.000,2911.791670,-3466.132150,-5178.432753,4.708199,5.471875,-1.015162
10 Aug 2024 03:47:00.000,3189.140794,-3131.673871,-5227.883736,4.533682,5.672910,-0.632599
10 Aug 2024 03:48:00.000,3455.468680,-2785.848893,-5254.288794,4.340924,5.850652,-0.247247
10 Aug 2024 03:49:00.000,3709.699638,-2430.073952,-5257.531529,4.130564,6.004479,0.139195
10 Aug 2024 03:50:00.000,3950.798522,-2065.800221,-5237.597643,3.903313,6.133866,0.525023
10 Aug 2024 03:51:00.000,4177.775006,-1694.507312,-5194.575012,3.659953,6.238390,0.908537
10 Aug 2024 03:52:00.000,4389.687701,-1317.697194,-5128.653291,3.401334,6.317728,1.288046
10 Aug 2024 03:53:00.000,4585.648123,-936.888045,-5040.123081,3.128369,6.371663,1.661877
10 Aug 2024 03:54:00.000,4764.824476,-553.608072,-4929.374646,2.842033,6.400079,2.028381
10 Aug 2024 03:55:00.000,4926.445243,-169.389307,-4796.896196,2.543359,6.402963,2.385944
10 Aug 2024 03:56:00.000,5069.802566,214.238566,-4643.271732,2.233437,6.380406,2.732989
10 Aug 2024 03:57:00.000,5194.255397,595.754361,-4469.178471,1.913403,6.332601,3.067987
10 Aug 2024 03:58:00.000,5299.232419,973.651465,-4275.383864,1.584444,6.259840,3.389459
10 Aug 2024 03:59:00.000,5384.234703,1346.443833,-4062.742210,1.247786,6.162516,3.695991
10 Aug 2024 04:00:00.000,5448.838103,1712.671861,-3832.190890,0.904695,6.041118,3.986229
10 Aug 2024 04:01:00.000,5492.695376,2070.908135,-3584.746238,0.556468,5.896229,4.258895
10 Aug 2024 04:02:00.000,5515.538014,2419.763011,-3321.499055,0.204430,5.728525,4.512786
10 Aug 2024 04:03:00.000,5517.177772,2757.890020,-3043.609808,-0.150068,5.538768,4.746784
10 Aug 2024 04:04:00.000,5497.507898,3083.991069,-2752.303506,-0.505662,5.327808,4.959857
10 Aug 2024 04:05:00.000,5456.504046,3396.821426,-2448.864306,-0.860970,5.096573,5.151066
10 Aug 2024 04:06:00.000,5394.224870,3695.194452,-2134.629852,-1.214608,4.846071,5.319567
10 Aug 2024 04:07:00.000,5310.812296,3977.986090,-1810.985372,-1.565186,4.577379,5.464618
10 Aug 2024 04:08:00.000,5206.491464,4244.139062,-1479.357579,-1.911320,4.291645,5.585579
10 Aug 2024 04:09:00.000,5081.570341,4492.666792,-1141.208378,-2.251634,3.990078,5.681918
10 Aug 2024 04:10:00.000,4936.439003,4722.657006,-798.028423,-2.584768,3.673944,5.753210
10 Aug 2024 04:11:00.000,4771.568591,4933.275029,-451.330543,-2.909382,3.344562,5.799139
10 Aug 2024 04:12:00.000,4587.509931,5123.766741,-102.643075,-3.224160,3.003298,5.819505
10 Aug 2024 04:13:00.000,4384.891835,5293.461200,246.496870,-3.527818,2.651557,5.814216
10 Aug 2024 04:14:00.000,4164.419078,5441.772910,594.550191,-3.819110,2.290782,5.783297
10 Aug 2024 04:15:00.000,3926.870061,5568.203739,939.982574,-4.096830,1.922442,5.726884
10 Aug 2024 04:16:00.000,3673.094166,5672.344471,1281.271259,-4.359817,1.548029,5.645225
10 Aug 2024 04:17:00.000,3404.008810,5753.875997,1616.911755,-4.606965,1.169054,5.538680
10 Aug 2024 04:18:00.000,3120.596212,5812.570130,1945.424467,-4.837222,0.787037,5.407719
10 Aug 2024 04:19:00.000,2823.899878,5848.290058,2265.361222,-5.049597,0.403502,5.252920
10 Aug 2024 04:20:00.000,2515.020823,5860.990423,2575.311652,-5.243164,0.019971,5.074964
10 Aug 2024 04:21:00.000,2195.113535,5850.717037,2873.909413,-5.417068,-0.362039,4.874637
10 Aug 2024 04:22:00.000,1865.381704,5817.606227,3159.838205,-5.570524,-0.741027,4.652820
10 Aug 2024 04:23:00.000,1527.073724,5761.883831,3431.837576,-5.702828,-1.115513,4.410493
