"Interferer Name","Interferer ID"
"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",0
"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",1
"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",2
"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",3
"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",4
"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",5

"Time (UTCG)","Link To ID","IF Source ID","Interferer Name","Xmtr Power (dBW)","Xmtr Gain (dB)","EIRP (dBW)","Xmtr Azimuth - Phi (deg)","Xmtr Elevation - Theta (deg)","Range (km)","Rcvr Azimuth - Phi (deg)","Rcvr Elevation - Theta (deg)","Rcvd. Frequency (GHz)","Power At Rcvr Input (dBW)","Rcvr Gain (dB)","Rcvr NormGain","Rcvr Loss (dB)","Bandwidth Overlap (units)","Pwr Flux Density (dBW/m^2)","C/I (dB)","Pol. Rel. Angle (deg)","Polarization Effic (dB)","Free Space Loss (dB)","Atmos Loss (dB)","Rain Loss (dB)"
10 Aug 2024 13:08:12.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.4476,13.496,250.440,67.344,2018.153298,0.000,0.000,15.000,-168.573,0.0000,1.000000,182.0687,0.9999,-122.612949,15.8374,0.000,0.0000,182.0687,0.0000,0.0000
10 Aug 2024 13:09:12.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.3913,13.440,239.783,67.694,2169.635098,0.000,0.000,15.000,-169.258,0.0000,1.000000,182.6973,0.9998,-123.289857,16.5226,0.000,0.0000,182.6973,0.0000,0.0000
10 Aug 2024 13:10:12.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.3482,13.397,230.888,67.963,2383.238329,0.000,0.000,15.000,-170.117,0.0000,1.000000,183.5130,0.9998,-124.142450,17.3816,0.000,0.0000,183.5130,0.0000,0.0000
10 Aug 2024 14:35:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,4.787,68.031,2571.318286,0.000,0.000,15.000,-170.789,0.0000,1.000000,184.1727,0.9996,-124.794067,18.0529,0.000,0.0000,184.1727,0.0000,0.0000
10 Aug 2024 14:36:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3924,13.441,5.092,67.687,2165.865290,0.000,0.000,15.000,-169.243,0.0000,1.000000,182.6822,0.9996,-123.248603,16.5073,0.000,0.0000,182.6822,0.0000,0.0000
10 Aug 2024 14:37:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.6093,13.658,5.568,66.348,1762.800750,0.000,0.000,15.000,-167.238,0.0000,1.000000,180.8937,0.9996,-121.243611,14.5019,0.000,0.0000,180.8937,0.0000,0.0000
10 Aug 2024 14:38:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,1.1443,14.193,6.380,63.158,1366.638684,0.000,0.000,15.000,-164.492,0.0000,1.000000,178.6827,0.9996,-118.498887,11.7559,0.000,0.0000,178.6827,0.0000,0.0000
10 Aug 2024 14:39:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,2.4455,15.494,8.018,56.025,988.337290,0.000,0.000,15.000,-160.375,0.0000,1.000000,175.8677,0.9996,-114.385967,7.6396,0.000,0.0000,175.8677,0.0000,0.0000
10 Aug 2024 14:40:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,12.857,39.198,662.192101,0.000,0.000,15.000,-154.213,0.0000,1.000000,172.3893,0.9997,-108.234040,1.4771,0.000,0.0000,172.3893,0.0000,0.0000
10 Aug 2024 14:40:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.3681,13.417,5.016,67.839,2261.975349,0.000,0.000,15.000,-169.645,0.0000,1.000000,183.0594,0.9996,-123.650431,16.9088,0.000,0.0000,183.0594,0.0000,0.0000
10 Aug 2024 14:41:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,26.2663,39.315,87.829,8.194,504.995732,0.000,0.000,15.000,-130.721,0.0000,1.000000,170.0354,1.0000,-84.773245,-22.0152,0.000,0.0000,170.0354,0.0000,0.0000
10 Aug 2024 14:41:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.5344,13.583,6.856,66.808,1862.387373,0.000,0.000,15.000,-167.790,0.0000,1.000000,181.3710,0.9996,-121.796351,15.0541,0.000,0.0000,181.3710,0.0000,0.0000
10 Aug 2024 14:42:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,172.821,38.379,653.581450,0.000,0.000,15.000,-154.099,0.0000,1.000000,172.2756,0.9997,-108.120929,1.3634,0.000,0.0000,172.2756,0.0000,0.0000
10 Aug 2024 14:42:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.9551,14.004,9.799,64.269,1470.824201,0.000,0.000,15.000,-165.319,0.0000,1.000000,179.3208,0.9996,-119.326825,12.5832,0.000,0.0000,179.3208,0.0000,0.0000
10 Aug 2024 14:43:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,2.5112,15.560,177.905,55.687,976.869957,0.000,0.000,15.000,-160.208,0.0000,1.000000,175.7663,0.9996,-114.219052,7.4725,0.000,0.0000,175.7663,0.0000,0.0000
10 Aug 2024 14:43:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,1.9211,14.970,15.221,58.797,1098.295748,0.000,0.000,15.000,-161.816,0.0000,1.000000,176.7840,0.9996,-115.827288,9.0802,0.000,0.0000,176.7840,0.0000,0.0000
10 Aug 2024 14:44:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,1.1698,14.218,179.607,63.010,1354.335974,0.000,0.000,15.000,-164.388,0.0000,1.000000,178.6041,0.9996,-118.394899,11.6518,0.000,0.0000,178.6041,0.0000,0.0000
10 Aug 2024 14:44:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,4.2658,17.314,27.994,47.377,775.278277,0.000,0.000,15.000,-156.446,0.0000,1.000000,173.7588,0.9997,-110.466400,3.7099,0.000,0.0000,173.7588,0.0000,0.0000
10 Aug 2024 14:45:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.6200,13.669,180.463,66.283,1750.275352,0.000,0.000,15.000,-167.165,0.0000,1.000000,180.8317,0.9996,-121.170993,14.4292,0.000,0.0000,180.8317,0.0000,0.0000
10 Aug 2024 14:45:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,71.071,31.076,591.664543,0.000,0.000,15.000,-153.234,0.0000,1.000000,171.4111,0.9999,-107.279811,0.4980,0.000,0.0000,171.4111,0.0000,0.0000
10 Aug 2024 14:46:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3962,13.445,180.984,67.663,2153.368960,0.000,0.000,15.000,-169.189,0.0000,1.000000,182.6320,0.9996,-123.194542,16.4533,0.000,0.0000,182.6320,0.0000,0.0000
10 Aug 2024 14:46:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,134.614,40.255,673.913232,0.000,0.000,15.000,-154.365,0.0000,1.000000,172.5417,0.9998,-108.393705,1.6292,0.000,0.0000,172.5417,0.0000,0.0000
10 Aug 2024 14:47:11.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3374,13.386,181.339,68.031,2558.989026,0.000,0.000,15.000,-170.747,0.0000,1.000000,184.1310,0.9996,-124.752237,18.0111,0.000,0.0000,184.1310,0.0000,0.0000
10 Aug 2024 14:47:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,2.6412,15.690,154.980,55.024,955.378355,0.000,0.000,15.000,-159.885,0.0000,1.000000,175.5731,0.9997,-113.898948,7.1491,0.000,0.0000,175.5731,0.0000,0.0000
10 Aug 2024 14:48:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,1.2612,14.310,162.395,62.482,1312.937483,0.000,0.000,15.000,-164.026,0.0000,1.000000,178.3345,0.9996,-118.035448,11.2907,0.000,0.0000,178.3345,0.0000,0.0000
10 Aug 2024 14:49:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.6678,13.716,166.078,65.992,1698.194117,0.000,0.000,15.000,-166.855,0.0000,1.000000,180.5694,0.9996,-120.861741,14.1190,0.000,0.0000,180.5694,0.0000,0.0000
10 Aug 2024 14:50:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.4161,13.465,168.248,67.540,2094.762362,0.000,0.000,15.000,-168.929,0.0000,1.000000,182.3923,0.9996,-122.935632,16.1937,0.000,0.0000,182.3923,0.0000,0.0000
10 Aug 2024 14:51:11.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.3391,13.388,169.663,68.021,2495.997397,0.000,0.000,15.000,-170.529,0.0000,1.000000,183.9145,0.9996,-124.534519,17.7930,0.000,0.0000,183.9145,0.0000,0.0000
10 Aug 2024 16:16:22.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,306.165,68.031,2571.478947,0.000,0.000,15.000,-170.788,0.0000,1.000000,184.1733,0.9998,-124.815559,18.0526,0.000,0.0000,184.1733,0.0000,0.0000
10 Aug 2024 16:17:22.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3493,13.398,297.861,67.956,2374.004730,0.000,0.000,15.000,-170.082,0.0000,1.000000,183.4792,0.9998,-124.115422,17.3464,0.000,0.0000,183.4792,0.0000,0.0000
10 Aug 2024 16:18:22.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3742,13.423,288.196,67.801,2234.593706,0.000,0.000,15.000,-169.531,0.0000,1.000000,182.9536,0.9999,-123.572203,16.7956,0.000,0.0000,182.9536,0.0000,0.0000
10 Aug 2024 16:19:22.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3927,13.441,277.519,67.685,2164.913104,0.000,0.000,15.000,-169.237,0.0000,1.000000,182.6784,1.0000,-123.286935,16.5016,0.000,0.0000,182.6784,0.0000,0.0000
10 Aug 2024 16:20:22.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3907,13.439,266.515,67.698,2171.785929,0.000,0.000,15.000,-169.267,0.0000,1.000000,182.7059,1.0000,-123.314952,16.5312,0.000,0.0000,182.7059,0.0000,0.0000
10 Aug 2024 16:21:22.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3697,13.418,256.001,67.829,2254.304238,0.000,0.000,15.000,-169.612,0.0000,1.000000,183.0299,0.9999,-123.651599,16.8764,0.000,0.0000,183.0299,0.0000,0.0000
10 Aug 2024 16:22:22.000,0,1,"Satellite/LEOSAT2/Transmitter/LEO_Transmitter",15.000,0.3459,13.394,246.607,67.978,2404.214200,0.000,0.000,15.000,-170.195,0.0000,1.000000,183.5891,0.9998,-124.227693,17.4598,0.000,0.0000,183.5891,0.0000,0.0000
10 Aug 2024 16:22:22.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.3374,13.386,69.360,68.031,2560.494243,0.000,0.000,15.000,-170.751,0.0000,1.000000,184.1361,0.9999,-124.789504,18.0150,0.000,0.0000,184.1361,0.0000,0.0000
10 Aug 2024 16:23:22.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.3406,13.389,78.352,68.011,2466.747728,0.000,0.000,15.000,-170.423,0.0000,1.000000,183.8121,0.9999,-124.469259,17.6875,0.000,0.0000,183.8121,0.0000,0.0000
10 Aug 2024 16:24:22.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.3428,13.391,87.828,67.997,2437.336334,0.000,0.000,15.000,-170.317,0.0000,1.000000,183.7079,1.0000,-124.369557,17.5810,0.000,0.0000,183.7079,0.0000,0.0000
10 Aug 2024 16:25:22.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.3402,13.389,97.259,68.014,2474.492721,0.000,0.000,15.000,-170.451,0.0000,1.000000,183.8393,0.9999,-124.496118,17.7152,0.000,0.0000,183.8393,0.0000,0.0000
10 Aug 2024 16:26:22.000,0,4,"Satellite/LEOSAT5/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,106.130,68.031,2575.022626,0.000,0.000,15.000,-170.800,0.0000,1.000000,184.1852,0.9999,-124.838005,18.0642,0.000,0.0000,184.1852,0.0000,0.0000
10 Aug 2024 17:27:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,32.139,68.031,2572.180093,0.000,0.000,15.000,-170.791,0.0000,1.000000,184.1756,0.9996,-124.803046,18.0557,0.000,0.0000,184.1756,0.0000,0.0000
10 Aug 2024 17:28:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3757,13.424,37.255,67.792,2228.376941,0.000,0.000,15.000,-169.507,0.0000,1.000000,182.9294,0.9997,-123.520684,16.7710,0.000,0.0000,182.9294,0.0000,0.0000
10 Aug 2024 17:29:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.5043,13.553,44.347,66.993,1909.895353,0.000,0.000,15.000,-168.038,0.0000,1.000000,181.5898,0.9997,-122.056148,15.3026,0.000,0.0000,181.5898,0.0000,0.0000
10 Aug 2024 17:30:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.7355,13.784,54.360,65.581,1633.421079,0.000,0.000,15.000,-166.449,0.0000,1.000000,180.2316,0.9998,-120.472786,13.7129,0.000,0.0000,180.2316,0.0000,0.0000
10 Aug 2024 17:31:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,1.0324,14.081,68.336,63.813,1425.212190,0.000,0.000,15.000,-164.967,0.0000,1.000000,179.0472,0.9998,-119.001169,12.2313,0.000,0.0000,179.0472,0.0000,0.0000
10 Aug 2024 17:31:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3380,13.386,336.631,68.027,2526.712638,0.000,0.000,15.000,-170.636,0.0000,1.000000,184.0207,0.9996,-124.644363,17.9003,0.000,0.0000,184.0207,0.0000,0.0000
10 Aug 2024 17:32:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,1.2468,14.295,86.318,62.565,1319.195570,0.000,0.000,15.000,-164.081,0.0000,1.000000,178.3758,1.0000,-118.128833,11.3450,0.000,0.0000,178.3758,0.0000,0.0000
10 Aug 2024 17:32:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3969,13.445,332.842,67.659,2151.268473,0.000,0.000,15.000,-169.180,0.0000,1.000000,182.6235,0.9996,-123.189475,16.4441,0.000,0.0000,182.6235,0.0000,0.0000
10 Aug 2024 17:33:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,1.1994,14.248,105.690,62.839,1340.476760,0.000,0.000,15.000,-164.267,0.0000,1.000000,178.5148,0.9999,-118.310522,11.5316,0.000,0.0000,178.5148,0.0000,0.0000
10 Aug 2024 17:33:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.5862,13.635,327.312,66.489,1791.131170,0.000,0.000,15.000,-167.399,0.0000,1.000000,181.0322,0.9997,-121.411114,14.6633,0.000,0.0000,181.0322,0.0000,0.0000
10 Aug 2024 17:34:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.9347,13.983,122.531,64.389,1483.674018,0.000,0.000,15.000,-165.414,0.0000,1.000000,179.3964,0.9998,-119.444427,12.6783,0.000,0.0000,179.3964,0.0000,0.0000
10 Aug 2024 17:34:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.9731,14.022,318.778,64.162,1459.793744,0.000,0.000,15.000,-165.235,0.0000,1.000000,179.2554,0.9997,-119.252041,12.4996,0.000,0.0000,179.2554,0.0000,0.0000
10 Aug 2024 17:35:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.6488,13.697,135.162,66.108,1718.239751,0.000,0.000,15.000,-166.975,0.0000,1.000000,180.6713,0.9997,-120.996850,14.2395,0.000,0.0000,180.6713,0.0000,0.0000
10 Aug 2024 17:35:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,1.6138,14.662,304.926,60.485,1183.736237,0.000,0.000,15.000,-162.773,0.0000,1.000000,177.4347,0.9998,-116.799155,10.0378,0.000,0.0000,177.4347,0.0000,0.0000
10 Aug 2024 17:36:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.4505,13.499,144.141,67.326,2011.835202,0.000,0.000,15.000,-168.544,0.0000,1.000000,182.0415,0.9997,-122.560104,15.8082,0.000,0.0000,182.0415,0.0000,0.0000
10 Aug 2024 17:36:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,2.3224,15.371,282.898,56.664,1011.020550,0.000,0.000,15.000,-160.694,0.0000,1.000000,176.0648,0.9999,-114.735876,7.9587,0.000,0.0000,176.0648,0.0000,0.0000
10 Aug 2024 17:37:12.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3538,13.402,150.542,67.928,2341.517973,0.000,0.000,15.000,-169.959,0.0000,1.000000,183.3596,0.9997,-123.971703,17.2231,0.000,0.0000,183.3596,0.0000,0.0000
10 Aug 2024 17:37:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,2.3929,15.441,255.075,56.297,997.827759,0.000,0.000,15.000,-160.510,0.0000,1.000000,175.9507,0.9999,-114.554162,7.7740,0.000,0.0000,175.9507,0.0000,0.0000
10 Aug 2024 17:38:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,1.7273,14.776,231.749,59.857,1149.845342,0.000,0.000,15.000,-162.408,0.0000,1.000000,177.1824,0.9998,-116.435175,9.6719,0.000,0.0000,177.1824,0.0000,0.0000
10 Aug 2024 17:39:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,1.0519,14.100,216.803,63.698,1414.421299,0.000,0.000,15.000,-164.882,0.0000,1.000000,178.9812,0.9997,-118.899842,12.1464,0.000,0.0000,178.9812,0.0000,0.0000
10 Aug 2024 17:40:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.6288,13.677,207.620,66.229,1740.264529,0.000,0.000,15.000,-167.106,0.0000,1.000000,180.7819,0.9997,-121.118741,14.3705,0.000,0.0000,180.7819,0.0000,0.0000
10 Aug 2024 17:41:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.4148,13.463,201.704,67.547,2098.103520,0.000,0.000,15.000,-168.944,0.0000,1.000000,182.4061,0.9996,-122.954304,16.2088,0.000,0.0000,182.4061,0.0000,0.0000
10 Aug 2024 17:42:12.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3403,13.389,197.663,68.013,2473.017166,0.000,0.000,15.000,-170.447,0.0000,1.000000,183.8342,0.9996,-124.455482,17.7114,0.000,0.0000,183.8342,0.0000,0.0000
10 Aug 2024 19:05:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,340.698,68.031,2573.796323,0.000,0.000,15.000,-170.797,0.0000,1.000000,184.1811,0.9996,-124.805812,18.0614,0.000,0.0000,184.1811,0.0000,0.0000
10 Aug 2024 19:06:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3820,13.430,336.593,67.752,2203.341919,0.000,0.000,15.000,-169.402,0.0000,1.000000,182.8312,0.9996,-123.412816,16.6668,0.000,0.0000,182.8312,0.0000,0.0000
10 Aug 2024 19:07:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.5426,13.591,330.726,66.757,1850.260473,0.000,0.000,15.000,-167.725,0.0000,1.000000,181.3143,0.9997,-121.737796,14.9891,0.000,0.0000,181.3143,0.0000,0.0000
10 Aug 2024 19:08:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.8681,13.917,321.942,64.786,1528.461527,0.000,0.000,15.000,-165.739,0.0000,1.000000,179.6547,0.9997,-119.757534,13.0039,0.000,0.0000,179.6547,0.0000,0.0000
10 Aug 2024 19:09:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,1.3823,14.431,308.327,61.789,1263.730081,0.000,0.000,15.000,-163.573,0.0000,1.000000,178.0027,0.9998,-117.599895,10.8373,0.000,0.0000,178.0027,0.0000,0.0000
10 Aug 2024 19:10:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,1.9168,14.965,287.957,58.821,1099.360340,0.000,0.000,15.000,-161.827,0.0000,1.000000,176.7924,0.9999,-115.869502,9.0920,0.000,0.0000,176.7924,0.0000,0.0000
10 Aug 2024 19:10:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3417,13.390,30.770,68.004,2451.587228,0.000,0.000,15.000,-170.370,0.0000,1.000000,183.7586,0.9997,-124.383373,17.6343,0.000,0.0000,183.7586,0.0000,0.0000
10 Aug 2024 19:11:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,1.9856,15.034,263.063,58.449,1082.663499,0.000,0.000,15.000,-161.626,0.0000,1.000000,176.6595,0.9999,-115.671408,8.8901,0.000,0.0000,176.6595,0.0000,0.0000
10 Aug 2024 19:11:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.4049,13.453,36.994,67.610,2126.615641,0.000,0.000,15.000,-169.071,0.0000,1.000000,182.5234,0.9997,-123.088145,16.3359,0.000,0.0000,182.5234,0.0000,0.0000
10 Aug 2024 19:12:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,1.5041,14.553,241.346,61.100,1219.628939,0.000,0.000,15.000,-163.142,0.0000,1.000000,177.6942,0.9998,-117.172076,10.4069,0.000,0.0000,177.6942,0.0000,0.0000
10 Aug 2024 19:12:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.5522,13.601,45.515,66.698,1836.585134,0.000,0.000,15.000,-167.650,0.0000,1.000000,181.2498,0.9997,-121.672238,14.9148,0.000,0.0000,181.2498,0.0000,0.0000
10 Aug 2024 19:13:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.9608,14.009,226.472,64.235,1467.288647,0.000,0.000,15.000,-165.292,0.0000,1.000000,179.2999,0.9997,-119.311472,12.5563,0.000,0.0000,179.2999,0.0000,0.0000
10 Aug 2024 19:13:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.7722,13.821,57.179,65.361,1601.903022,0.000,0.000,15.000,-166.242,0.0000,1.000000,180.0623,0.9998,-120.272562,13.5070,0.000,0.0000,180.0623,0.0000,0.0000
10 Aug 2024 19:14:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.5958,13.644,216.902,66.431,1779.155215,0.000,0.000,15.000,-167.331,0.0000,1.000000,180.9739,0.9997,-121.345073,14.5955,0.000,0.0000,180.9739,0.0000,0.0000
10 Aug 2024 19:14:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.9883,14.037,72.432,64.072,1450.653657,0.000,0.000,15.000,-165.164,0.0000,1.000000,179.2009,0.9999,-119.206170,12.4290,0.000,0.0000,179.2009,0.0000,0.0000
10 Aug 2024 19:15:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.4050,13.454,210.585,67.609,2126.113586,0.000,0.000,15.000,-169.069,0.0000,1.000000,182.5213,0.9996,-123.080413,16.3339,0.000,0.0000,182.5213,0.0000,0.0000
10 Aug 2024 19:15:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,1.0593,14.108,90.121,63.655,1410.424322,0.000,0.000,15.000,-164.849,0.0000,1.000000,178.9566,1.0000,-118.899869,12.1134,0.000,0.0000,178.9566,0.0000,0.0000
10 Aug 2024 19:16:32.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3392,13.388,206.225,68.020,2492.373830,0.000,0.000,15.000,-170.516,0.0000,1.000000,183.9019,0.9996,-124.525126,17.7803,0.000,0.0000,183.9019,0.0000,0.0000
10 Aug 2024 19:16:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.9246,13.973,107.244,64.450,1490.209147,0.000,0.000,15.000,-165.462,0.0000,1.000000,179.4346,0.9999,-119.499469,12.7265,0.000,0.0000,179.4346,0.0000,0.0000
10 Aug 2024 19:17:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.6935,13.742,121.280,65.836,1672.481044,0.000,0.000,15.000,-166.696,0.0000,1.000000,180.4368,0.9998,-120.722757,13.9602,0.000,0.0000,180.4368,0.0000,0.0000
10 Aug 2024 19:18:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.4939,13.542,131.760,67.057,1927.646913,0.000,0.000,15.000,-168.129,0.0000,1.000000,181.6702,0.9997,-122.149018,15.3934,0.000,0.0000,181.6702,0.0000,0.0000
10 Aug 2024 19:19:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3753,13.424,139.375,67.794,2229.875409,0.000,0.000,15.000,-169.513,0.0000,1.000000,182.9352,0.9997,-123.528482,16.7773,0.000,0.0000,182.9352,0.0000,0.0000
10 Aug 2024 19:20:32.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3374,13.386,144.951,68.031,2561.469026,0.000,0.000,15.000,-170.755,0.0000,1.000000,184.1394,0.9997,-124.767968,18.0195,0.000,0.0000,184.1394,0.0000,0.0000
10 Aug 2024 20:21:05.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,68.789,68.031,2575.844717,0.000,0.000,15.000,-170.803,0.0000,1.000000,184.1880,0.9998,-124.836998,18.0674,0.000,0.0000,184.1880,0.0000,0.0000
10 Aug 2024 20:22:05.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3425,13.391,77.482,67.999,2440.449430,0.000,0.000,15.000,-170.328,0.0000,1.000000,183.7190,0.9999,-124.369345,17.5930,0.000,0.0000,183.7190,0.0000,0.0000
10 Aug 2024 20:23:05.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3502,13.399,87.027,67.951,2366.915895,0.000,0.000,15.000,-170.055,0.0000,1.000000,183.4533,1.0000,-124.103350,17.3193,0.000,0.0000,183.4533,0.0000,0.0000
